Parent	Target	CPstart	CPend	PostProb	CoeffMean	edgesThreshold
G1	G17	2	9	0	0	0.5
G2	G17	2	9	0	0	0.5
G3	G17	2	9	4e-04	0	0.5
G4	G17	2	9	0	0	0.5
G5	G17	2	9	0	0	0.5
G6	G17	2	9	0	0	0.5
G7	G17	2	9	0.0357	0	0.5
G8	G17	2	9	0	0	0.5
G9	G17	2	9	8e-04	0	0.5
G10	G17	2	9	9e-04	0	0.5
G11	G17	2	9	0	0	0.5
G12	G17	2	9	0.0019	0	0.5
G13	G17	2	9	0	0	0.5
G14	G17	2	9	0	0	0.5
G15	G17	2	9	0	0	0.5
G16	G17	2	9	0	0	0.5
G17	G17	2	9	1	0.7531	0.5
G18	G17	2	9	0.0016	0	0.5
G19	G17	2	9	0	0	0.5
G20	G17	2	9	0.0075	0	0.5
G21	G17	2	9	0	0	0.5
G22	G17	2	9	0	0	0.5
G23	G17	2	9	0.0018	0	0.5
G24	G17	2	9	0.0011	0	0.5
G25	G17	2	9	0	0	0.5
G26	G17	2	9	0	0	0.5
G27	G17	2	9	0.0015	0	0.5
G28	G17	2	9	0.003	0	0.5
G29	G17	2	9	3e-04	0	0.5
G30	G17	2	9	0.0025	0	0.5
G31	G17	2	9	0.0012	0	0.5
G32	G17	2	9	7e-04	0	0.5
G33	G17	2	9	0	0	0.5
G34	G17	2	9	0.0043	0	0.5
G35	G17	2	9	0.0017	0	0.5
G36	G17	2	9	0.0016	0	0.5
G37	G17	2	9	0.0018	0	0.5
G38	G17	2	9	2e-04	0	0.5
G39	G17	2	9	0	0	0.5
G40	G17	2	9	0.0034	0	0.5
G41	G17	2	9	0	0	0.5
G42	G17	2	9	3e-04	0	0.5
G43	G17	2	9	7e-04	0	0.5
G44	G17	2	9	0	0	0.5
G45	G17	2	9	0.0021	0	0.5
G46	G17	2	9	0.0011	0	0.5
G47	G17	2	9	0	0	0.5
G48	G17	2	9	0	0	0.5
G49	G17	2	9	0	0	0.5
G50	G17	2	9	0.0018	0	0.5
G51	G17	2	9	0	0	0.5
G52	G17	2	9	0.0052	0	0.5
G53	G17	2	9	0	0	0.5
G54	G17	2	9	9e-04	0	0.5
G55	G17	2	9	0	0	0.5
G56	G17	2	9	2e-04	0	0.5
G57	G17	2	9	0	0	0.5
G58	G17	2	9	0	0	0.5
G59	G17	2	9	0.0036	0	0.5
G60	G17	2	9	0	0	0.5
G61	G17	2	9	0	0	0.5
G62	G17	2	9	0.0016	0	0.5
G63	G17	2	9	0	0	0.5
G64	G17	2	9	0	0	0.5
G65	G17	2	9	0	0	0.5
G66	G17	2	9	7e-04	0	0.5
G67	G17	2	9	0	0	0.5
G68	G17	2	9	0	0	0.5
G69	G17	2	9	0.0014	0	0.5
G70	G17	2	9	0	0	0.5
G71	G17	2	9	0	0	0.5
G72	G17	2	9	0	0	0.5
G73	G17	2	9	0	0	0.5
G74	G17	2	9	0.0039	0	0.5
G75	G17	2	9	0	0	0.5
G76	G17	2	9	8e-04	0	0.5
G77	G17	2	9	0	0	0.5
G78	G17	2	9	0	0	0.5
G79	G17	2	9	0	0	0.5
G80	G17	2	9	2e-04	0	0.5
G81	G17	2	9	0	0	0.5
G82	G17	2	9	5e-04	0	0.5
G83	G17	2	9	0	0	0.5
G84	G17	2	9	4e-04	0	0.5
G85	G17	2	9	0	0	0.5
G86	G17	2	9	2e-04	0	0.5
G87	G17	2	9	0.0055	0	0.5
G88	G17	2	9	2e-04	0	0.5
G89	G17	2	9	0	0	0.5
G90	G17	2	9	0	0	0.5
G91	G17	2	9	0.0024	0	0.5
G92	G17	2	9	0	0	0.5
G93	G17	2	9	0	0	0.5
G94	G17	2	9	0.0013	0	0.5
G95	G17	2	9	2e-04	0	0.5
G96	G17	2	9	0	0	0.5
G97	G17	2	9	0	0	0.5
G98	G17	2	9	0.0044	0	0.5
G99	G17	2	9	0	0	0.5
G100	G17	2	9	0	0	0.5
G1	G17	10	21	0	0	0.5
G2	G17	10	21	0.0041	0	0.5
G3	G17	10	21	0.0135	0	0.5
G4	G17	10	21	8e-04	0	0.5
G5	G17	10	21	0.0045	0	0.5
G6	G17	10	21	0.0032	0	0.5
G7	G17	10	21	0.0284	0	0.5
G8	G17	10	21	0.0043	0	0.5
G9	G17	10	21	0.003	0	0.5
G10	G17	10	21	0	0	0.5
G11	G17	10	21	0	0	0.5
G12	G17	10	21	0.0045	0	0.5
G13	G17	10	21	0.0019	0	0.5
G14	G17	10	21	0.0062	0	0.5
G15	G17	10	21	0.0024	0	0.5
G16	G17	10	21	0	0	0.5
G17	G17	10	21	0.9981	0.22011	0.5
G18	G17	10	21	0	0	0.5
G19	G17	10	21	0	0	0.5
G20	G17	10	21	0.0016	0	0.5
G21	G17	10	21	0.0024	0	0.5
G22	G17	10	21	0.0063	0	0.5
G23	G17	10	21	0.003	0	0.5
G24	G17	10	21	0	0	0.5
G25	G17	10	21	0.0128	0	0.5
G26	G17	10	21	0	0	0.5
G27	G17	10	21	0.0059	0	0.5
