Parent	Target	CPstart	CPend	PostProb	CoeffMean	edgesThreshold
G1	G51	2	21	0	0	0.5
G2	G51	2	21	3e-04	0	0.5
G3	G51	2	21	3e-04	0	0.5
G4	G51	2	21	9e-04	0	0.5
G5	G51	2	21	1e-04	0	0.5
G6	G51	2	21	3e-04	0	0.5
G7	G51	2	21	0	0	0.5
G8	G51	2	21	2e-04	0	0.5
G9	G51	2	21	2e-04	0	0.5
G10	G51	2	21	0.0306	0	0.5
G11	G51	2	21	5e-04	0	0.5
G12	G51	2	21	4e-04	0	0.5
G13	G51	2	21	0.0015	0	0.5
G14	G51	2	21	0.0026	0	0.5
G15	G51	2	21	4e-04	0	0.5
G16	G51	2	21	3e-04	0	0.5
G17	G51	2	21	9e-04	0	0.5
G18	G51	2	21	5e-04	0	0.5
G19	G51	2	21	3e-04	0	0.5
G20	G51	2	21	4e-04	0	0.5
G21	G51	2	21	0	0	0.5
G22	G51	2	21	0.0027	0	0.5
G23	G51	2	21	0	0	0.5
G24	G51	2	21	0.0013	0	0.5
G25	G51	2	21	0.0025	0	0.5
G26	G51	2	21	0	0	0.5
G27	G51	2	21	0.0252	0	0.5
G28	G51	2	21	0.0017	0	0.5
G29	G51	2	21	0.003	0	0.5
G30	G51	2	21	0.0012	0	0.5
G31	G51	2	21	0	0	0.5
G32	G51	2	21	0.0045	0	0.5
G33	G51	2	21	0	0	0.5
G34	G51	2	21	0.0032	0	0.5
G35	G51	2	21	3e-04	0	0.5
G36	G51	2	21	9e-04	0	0.5
G37	G51	2	21	1e-04	0	0.5
G38	G51	2	21	6e-04	0	0.5
G39	G51	2	21	1e-04	0	0.5
G40	G51	2	21	0.0049	0	0.5
G41	G51	2	21	4e-04	0	0.5
G42	G51	2	21	0	0	0.5
G43	G51	2	21	0.0019	0	0.5
G44	G51	2	21	1e-04	0	0.5
G45	G51	2	21	0.001	0	0.5
G46	G51	2	21	0.0018	0	0.5
G47	G51	2	21	7e-04	0	0.5
G48	G51	2	21	2e-04	0	0.5
G49	G51	2	21	0.0015	0	0.5
G50	G51	2	21	5e-04	0	0.5
G51	G51	2	21	1	0.73039	0.5
G52	G51	2	21	0	0	0.5
G53	G51	2	21	3e-04	0	0.5
G54	G51	2	21	0	0	0.5
G55	G51	2	21	2e-04	0	0.5
G56	G51	2	21	4e-04	0	0.5
G57	G51	2	21	0	0	0.5
G58	G51	2	21	0	0	0.5
G59	G51	2	21	0	0	0.5
G60	G51	2	21	3e-04	0	0.5
G61	G51	2	21	0.5469	0.08381	0.5
G62	G51	2	21	2e-04	0	0.5
G63	G51	2	21	0	0	0.5
G64	G51	2	21	0.0019	0	0.5
G65	G51	2	21	0.0027	0	0.5
G66	G51	2	21	0.0047	0	0.5
G67	G51	2	21	7e-04	0	0.5
G68	G51	2	21	0.0039	0	0.5
G69	G51	2	21	0.0227	0	0.5
G70	G51	2	21	7e-04	0	0.5
G71	G51	2	21	0.0052	0	0.5
G72	G51	2	21	0.0015	0	0.5
G73	G51	2	21	2e-04	0	0.5
G74	G51	2	21	0	0	0.5
G75	G51	2	21	0.0019	0	0.5
G76	G51	2	21	0	0	0.5
G77	G51	2	21	0	0	0.5
G78	G51	2	21	1e-04	0	0.5
G79	G51	2	21	6e-04	0	0.5
G80	G51	2	21	0.001	0	0.5
G81	G51	2	21	0.0011	0	0.5
G82	G51	2	21	0	0	0.5
G83	G51	2	21	2e-04	0	0.5
G84	G51	2	21	0.0409	0	0.5
G85	G51	2	21	0.0214	0	0.5
G86	G51	2	21	3e-04	0	0.5
G87	G51	2	21	4e-04	0	0.5
G88	G51	2	21	5e-04	0	0.5
G89	G51	2	21	0	0	0.5
G90	G51	2	21	5e-04	0	0.5
G91	G51	2	21	5e-04	0	0.5
G92	G51	2	21	3e-04	0	0.5
G93	G51	2	21	0	0	0.5
G94	G51	2	21	1e-04	0	0.5
G95	G51	2	21	0.0023	0	0.5
G96	G51	2	21	0	0	0.5
G97	G51	2	21	0.0083	0	0.5
G98	G51	2	21	0	0	0.5
G99	G51	2	21	0.0023	0	0.5
G100	G51	2	21	8e-04	0	0.5
