Parent	Target	CPstart	CPend	PostProb	CoeffMean	edgesThreshold
G1	G91	2	12	0.0015	0	0.5
G2	G91	2	12	0.0011	0	0.5
G3	G91	2	12	0	0	0.5
G4	G91	2	12	0	0	0.5
G5	G91	2	12	0.004	0	0.5
G6	G91	2	12	0	0	0.5
G7	G91	2	12	0.0053	0	0.5
G8	G91	2	12	0	0	0.5
G9	G91	2	12	0	0	0.5
G10	G91	2	12	0	0	0.5
G11	G91	2	12	0	0	0.5
G12	G91	2	12	0.0078	0	0.5
G13	G91	2	12	1e-04	0	0.5
G14	G91	2	12	0	0	0.5
G15	G91	2	12	0.003	0	0.5
G16	G91	2	12	0.0011	0	0.5
G17	G91	2	12	0.0037	0	0.5
G18	G91	2	12	5e-04	0	0.5
G19	G91	2	12	0.0075	0	0.5
G20	G91	2	12	0	0	0.5
G21	G91	2	12	0	0	0.5
G22	G91	2	12	0.001	0	0.5
G23	G91	2	12	0.0109	0	0.5
G24	G91	2	12	0	0	0.5
G25	G91	2	12	0.0014	0	0.5
G26	G91	2	12	0	0	0.5
G27	G91	2	12	0.0047	0	0.5
G28	G91	2	12	0	0	0.5
G29	G91	2	12	0.0036	0	0.5
G30	G91	2	12	0.0172	0	0.5
G31	G91	2	12	0	0	0.5
G32	G91	2	12	0.0018	0	0.5
G33	G91	2	12	0	0	0.5
G34	G91	2	12	0.0011	0	0.5
G35	G91	2	12	0	0	0.5
G36	G91	2	12	0.0023	0	0.5
G37	G91	2	12	0	0	0.5
G38	G91	2	12	0.2201	0	0.5
G39	G91	2	12	7e-04	0	0.5
G40	G91	2	12	2e-04	0	0.5
G41	G91	2	12	4e-04	0	0.5
G42	G91	2	12	0.006	0	0.5
G43	G91	2	12	0.0034	0	0.5
G44	G91	2	12	0.0053	0	0.5
G45	G91	2	12	0	0	0.5
G46	G91	2	12	0.0106	0	0.5
G47	G91	2	12	0.0041	0	0.5
G48	G91	2	12	0	0	0.5
G49	G91	2	12	2e-04	0	0.5
G50	G91	2	12	0	0	0.5
G51	G91	2	12	0.0019	0	0.5
G52	G91	2	12	0	0	0.5
G53	G91	2	12	3e-04	0	0.5
G54	G91	2	12	0	0	0.5
G55	G91	2	12	0.0022	0	0.5
G56	G91	2	12	0	0	0.5
G57	G91	2	12	0	0	0.5
G58	G91	2	12	0.0022	0	0.5
G59	G91	2	12	0.0066	0	0.5
G60	G91	2	12	9e-04	0	0.5
G61	G91	2	12	0.0012	0	0.5
G62	G91	2	12	0	0	0.5
G63	G91	2	12	0.0052	0	0.5
G64	G91	2	12	0.0016	0	0.5
G65	G91	2	12	0.062	0	0.5
G66	G91	2	12	0	0	0.5
G67	G91	2	12	0	0	0.5
G68	G91	2	12	0	0	0.5
G69	G91	2	12	4e-04	0	0.5
G70	G91	2	12	0.0082	0	0.5
G71	G91	2	12	0	0	0.5
G72	G91	2	12	0	0	0.5
G73	G91	2	12	0	0	0.5
G74	G91	2	12	0.0012	0	0.5
G75	G91	2	12	0.0157	0	0.5
G76	G91	2	12	0.0048	0	0.5
G77	G91	2	12	5e-04	0	0.5
G78	G91	2	12	0	0	0.5
G79	G91	2	12	0	0	0.5
G80	G91	2	12	0.2119	0	0.5
G81	G91	2	12	0.002	0	0.5
G82	G91	2	12	6e-04	0	0.5
G83	G91	2	12	3e-04	0	0.5
G84	G91	2	12	0	0	0.5
G85	G91	2	12	0	0	0.5
G86	G91	2	12	0	0	0.5
G87	G91	2	12	5e-04	0	0.5
G88	G91	2	12	0.0073	0	0.5
G89	G91	2	12	0.0112	0	0.5
G90	G91	2	12	1e-04	0	0.5
G91	G91	2	12	1	0.68961	0.5
G92	G91	2	12	0.0026	0	0.5
G93	G91	2	12	5e-04	0	0.5
G94	G91	2	12	0.0027	0	0.5
