Parent	Target	CPstart	CPend	PostProb	CoeffMean	edgesThreshold
G1	G66	2	10	0.0018	0	0.5
G2	G66	2	10	5e-04	0	0.5
G3	G66	2	10	0	0	0.5
G4	G66	2	10	0	0	0.5
G5	G66	2	10	0.0019	0	0.5
G6	G66	2	10	0	0	0.5
G7	G66	2	10	0	0	0.5
G8	G66	2	10	0	0	0.5
G9	G66	2	10	0	0	0.5
G10	G66	2	10	0.0057	0	0.5
G11	G66	2	10	1e-04	0	0.5
G12	G66	2	10	0	0	0.5
G13	G66	2	10	0.0022	0	0.5
G14	G66	2	10	3e-04	0	0.5
G15	G66	2	10	0	0	0.5
G16	G66	2	10	0	0	0.5
G17	G66	2	10	0.0019	0	0.5
G18	G66	2	10	0	0	0.5
G19	G66	2	10	0	0	0.5
G20	G66	2	10	0.0044	0	0.5
G21	G66	2	10	0.0016	0	0.5
G22	G66	2	10	4e-04	0	0.5
G23	G66	2	10	0	0	0.5
G24	G66	2	10	0	0	0.5
G25	G66	2	10	0	0	0.5
G26	G66	2	10	0	0	0.5
G27	G66	2	10	2e-04	0	0.5
G28	G66	2	10	6e-04	0	0.5
G29	G66	2	10	0.0079	0	0.5
G30	G66	2	10	0	0	0.5
G31	G66	2	10	0.0017	0	0.5
G32	G66	2	10	0	0	0.5
G33	G66	2	10	0	0	0.5
G34	G66	2	10	0	0	0.5
G35	G66	2	10	0	0	0.5
G36	G66	2	10	0	0	0.5
G37	G66	2	10	0	0	0.5
G38	G66	2	10	0.0036	0	0.5
G39	G66	2	10	0	0	0.5
G40	G66	2	10	0.0055	0	0.5
G41	G66	2	10	0.0027	0	0.5
G42	G66	2	10	0	0	0.5
G43	G66	2	10	0	0	0.5
G44	G66	2	10	0	0	0.5
G45	G66	2	10	0.0015	0	0.5
G46	G66	2	10	0.006	0	0.5
G47	G66	2	10	0	0	0.5
G48	G66	2	10	0	0	0.5
G49	G66	2	10	0	0	0.5
G50	G66	2	10	5e-04	0	0.5
G51	G66	2	10	0	0	0.5
G52	G66	2	10	0	0	0.5
G53	G66	2	10	0	0	0.5
G54	G66	2	10	0	0	0.5
G55	G66	2	10	0	0	0.5
G56	G66	2	10	0	0	0.5
G57	G66	2	10	0	0	0.5
G58	G66	2	10	0	0	0.5
G59	G66	2	10	0.001	0	0.5
G60	G66	2	10	0.0015	0	0.5
G61	G66	2	10	5e-04	0	0.5
G62	G66	2	10	0	0	0.5
G63	G66	2	10	0	0	0.5
G64	G66	2	10	0.0086	0	0.5
G65	G66	2	10	3e-04	0	0.5
G66	G66	2	10	1	0.76341	0.5
G67	G66	2	10	0	0	0.5
G68	G66	2	10	0	0	0.5
G69	G66	2	10	0	0	0.5
G70	G66	2	10	0	0	0.5
G71	G66	2	10	0.0015	0	0.5
G72	G66	2	10	0	0	0.5
G73	G66	2	10	0.0014	0	0.5
G74	G66	2	10	0	0	0.5
G75	G66	2	10	4e-04	0	0.5
G76	G66	2	10	2e-04	0	0.5
G77	G66	2	10	0	0	0.5
G78	G66	2	10	0	0	0.5
G79	G66	2	10	0	0	0.5
G80	G66	2	10	0	0	0.5
G81	G66	2	10	0.0011	0	0.5
G82	G66	2	10	0	0	0.5
G83	G66	2	10	0.0015	0	0.5
G84	G66	2	10	0	0	0.5
G85	G66	2	10	0.0013	0	0.5
G86	G66	2	10	0	0	0.5
G87	G66	2	10	0	0	0.5
G88	G66	2	10	0.0037	0	0.5
G89	G66	2	10	0	0	0.5
G90	G66	2	10	0.0029	0	0.5
G91	G66	2	10	0	0	0.5
G92	G66	2	10	0	0	0.5
G93	G66	2	10	0	0	0.5
G94	G66	2	10	0	0	0.5
G95	G66	2	10	0	0	0.5
G96	G66	2	10	0	0	0.5
G97	G66	2	10	0	0	0.5
G98	G66	2	10	7e-04	0	0.5
G99	G66	2	10	0	0	0.5
G100	G66	2	10	0.0019	0	0.5
G1	G66	11	21	0	0	0.5
G2	G66	11	21	0	0	0.5
G3	G66	11	21	3e-04	0	0.5
G4	G66	11	21	0	0	0.5
G5	G66	11	21	0	0	0.5
G6	G66	11	21	0	0	0.5
G7	G66	11	21	0	0	0.5
G8	G66	11	21	0	0	0.5
G9	G66	11	21	0	0	0.5
G10	G66	11	21	0	0	0.5
G11	G66	11	21	0	0	0.5
G12	G66	11	21	0	0	0.5
G13	G66	11	21	0	0	0.5
G14	G66	11	21	0	0	0.5
G15	G66	11	21	0	0	0.5
G16	G66	11	21	0	0	0.5
G17	G66	11	21	2e-04	0	0.5
G18	G66	11	21	0	0	0.5
G19	G66	11	21	0	0	0.5
G20	G66	11	21	0	0	0.5
G21	G66	11	21	0.0018	0	0.5
G22	G66	11	21	0	0	0.5
G23	G66	11	21	0	0	0.5
G24	G66	11	21	5e-04	0	0.5
G25	G66	11	21	0	0	0.5
G26	G66	11	21	0	0	0.5
G27	G66	11	21	0	0	0.5
G28	G66	11	21	3e-04	0	0.5
G29	G66	11	21	0	0	0.5
G30	G66	11	21	0	0	0.5
G31	G66	11	21	9e-04	0	0.5
G32	G66	11	21	0	0	0.5
G33	G66	11	21	0	0	0.5
G34	G66	11	21	0	0	0.5
G35	G66	11	21	0.0015	0	0.5
G36	G66	11	21	0	0	0.5
G37	G66	11	21	0	0	0.5
G38	G66	11	21	0	0	0.5
G39	G66	11	21	0	0	0.5
G40	G66	11	21	0	0	0.5
G41	G66	11	21	3e-04	0	0.5
G42	G66	11	21	0	0	0.5
G43	G66	11	21	0	0	0.5
G44	G66	11	21	2e-04	0	0.5
G45	G66	11	21	0.0443	0	0.5
G46	G66	11	21	0	0	0.5
G47	G66	11	21	0	0	0.5
G48	G66	11	21	0	0	0.5
G49	G66	11	21	0	0	0.5
G50	G66	11	21	0	0	0.5
G51	G66	11	21	5e-04	0	0.5
G52	G66	11	21	0	0	0.5
G53	G66	11	21	0	0	0.5
G54	G66	11	21	0	0	0.5
G55	G66	11	21	0	0	0.5
G56	G66	11	21	2e-04	0	0.5
G57	G66	11	21	0	0	0.5
G58	G66	11	21	0	0	0.5
G59	G66	11	21	0.0023	0	0.5
G60	G66	11	21	0	0	0.5
G61	G66	11	21	0	0	0.5
G62	G66	11	21	0	0	0.5
G63	G66	11	21	0	0	0.5
G64	G66	11	21	0	0	0.5
G65	G66	11	21	0	0	0.5
G66	G66	11	21	0.0018	0	0.5
G67	G66	11	21	0	0	0.5
G68	G66	11	21	0	0	0.5
G69	G66	11	21	0	0	0.5
G70	G66	11	21	0	0	0.5
G71	G66	11	21	0	0	0.5
G72	G66	11	21	0	0	0.5
G73	G66	11	21	0	0	0.5
G74	G66	11	21	0	0	0.5
G75	G66	11	21	2e-04	0	0.5
G76	G66	11	21	0	0	0.5
G77	G66	11	21	0	0	0.5
G78	G66	11	21	0	0	0.5
G79	G66	11	21	0.0018	0	0.5
G80	G66	11	21	3e-04	0	0.5
G81	G66	11	21	0	0	0.5
G82	G66	11	21	0.0421	0	0.5
G83	G66	11	21	1e-04	0	0.5
G84	G66	11	21	0	0	0.5
G85	G66	11	21	2e-04	0	0.5
G86	G66	11	21	0	0	0.5
G87	G66	11	21	0	0	0.5
G88	G66	11	21	0	0	0.5
G89	G66	11	21	0	0	0.5
G90	G66	11	21	0	0	0.5
G91	G66	11	21	0	0	0.5
G92	G66	11	21	0	0	0.5
G93	G66	11	21	1e-04	0	0.5
G94	G66	11	21	0	0	0.5
G95	G66	11	21	0.0012	0	0.5
G96	G66	11	21	1e-04	0	0.5
G97	G66	11	21	0	0	0.5
G98	G66	11	21	2e-04	0	0.5
G99	G66	11	21	0	0	0.5
G100	G66	11	21	0	0	0.5
