Parent	Target	CPstart	CPend	PostProb	CoeffMean	edgesThreshold
G1	G78	2	9	0	0	0.5
G2	G78	2	9	2e-04	0	0.5
G3	G78	2	9	0	0	0.5
G4	G78	2	9	0	0	0.5
G5	G78	2	9	0	0	0.5
G6	G78	2	9	0	0	0.5
G7	G78	2	9	0	0	0.5
G8	G78	2	9	0	0	0.5
G9	G78	2	9	0	0	0.5
G10	G78	2	9	7e-04	0	0.5
G11	G78	2	9	0	0	0.5
G12	G78	2	9	0	0	0.5
G13	G78	2	9	0	0	0.5
G14	G78	2	9	0	0	0.5
G15	G78	2	9	0	0	0.5
G16	G78	2	9	0	0	0.5
G17	G78	2	9	0	0	0.5
G18	G78	2	9	0	0	0.5
G19	G78	2	9	0	0	0.5
G20	G78	2	9	0	0	0.5
G21	G78	2	9	0.0025	0	0.5
G22	G78	2	9	0	0	0.5
G23	G78	2	9	0	0	0.5
G24	G78	2	9	0	0	0.5
G25	G78	2	9	0	0	0.5
G26	G78	2	9	0	0	0.5
G27	G78	2	9	3e-04	0	0.5
G28	G78	2	9	7e-04	0	0.5
G29	G78	2	9	0	0	0.5
G30	G78	2	9	0	0	0.5
G31	G78	2	9	0	0	0.5
G32	G78	2	9	0	0	0.5
G33	G78	2	9	4e-04	0	0.5
G34	G78	2	9	0.0037	0	0.5
G35	G78	2	9	7e-04	0	0.5
G36	G78	2	9	0	0	0.5
G37	G78	2	9	0	0	0.5
G38	G78	2	9	0.0015	0	0.5
G39	G78	2	9	0.0015	0	0.5
G40	G78	2	9	0	0	0.5
G41	G78	2	9	0	0	0.5
G42	G78	2	9	0	0	0.5
G43	G78	2	9	0.0016	0	0.5
G44	G78	2	9	0.001	0	0.5
G45	G78	2	9	0	0	0.5
G46	G78	2	9	2e-04	0	0.5
G47	G78	2	9	0	0	0.5
G48	G78	2	9	0	0	0.5
G49	G78	2	9	0	0	0.5
G50	G78	2	9	0	0	0.5
G51	G78	2	9	0	0	0.5
G52	G78	2	9	0	0	0.5
G53	G78	2	9	0	0	0.5
G54	G78	2	9	0.0049	0	0.5
G55	G78	2	9	0	0	0.5
G56	G78	2	9	2e-04	0	0.5
G57	G78	2	9	8e-04	0	0.5
G58	G78	2	9	0	0	0.5
G59	G78	2	9	0	0	0.5
G60	G78	2	9	0	0	0.5
G61	G78	2	9	0	0	0.5
G62	G78	2	9	0	0	0.5
G63	G78	2	9	0	0	0.5
G64	G78	2	9	0.0014	0	0.5
G65	G78	2	9	0	0	0.5
G66	G78	2	9	0	0	0.5
G67	G78	2	9	0	0	0.5
G68	G78	2	9	0	0	0.5
G69	G78	2	9	0	0	0.5
G70	G78	2	9	3e-04	0	0.5
G71	G78	2	9	0	0	0.5
G72	G78	2	9	0.1876	0	0.5
G73	G78	2	9	0	0	0.5
G74	G78	2	9	0	0	0.5
G75	G78	2	9	0.01	0	0.5
G76	G78	2	9	0	0	0.5
G77	G78	2	9	0	0	0.5
G78	G78	2	9	1	0.68435	0.5
G79	G78	2	9	2e-04	0	0.5
G80	G78	2	9	0	0	0.5
G81	G78	2	9	0.0073	0	0.5
G82	G78	2	9	4e-04	0	0.5
G83	G78	2	9	0	0	0.5
G84	G78	2	9	0.02	0	0.5
G85	G78	2	9	0	0	0.5
G86	G78	2	9	0	0	0.5
G87	G78	2	9	0	0	0.5
G88	G78	2	9	2e-04	0	0.5
G89	G78	2	9	0	0	0.5
G90	G78	2	9	0	0	0.5
G91	G78	2	9	0	0	0.5
G92	G78	2	9	0.0011	0	0.5
G93	G78	2	9	0	0	0.5
G94	G78	2	9	0	0	0.5
G95	G78	2	9	0	0	0.5
G96	G78	2	9	0	0	0.5
G97	G78	2	9	0	0	0.5
G98	G78	2	9	0	0	0.5
G99	G78	2	9	2e-04	0	0.5
G100	G78	2	9	0.0025	0	0.5
G1	G78	10	21	0	0	0.5
G2	G78	10	21	0	0	0.5
G3	G78	10	21	0	0	0.5
G4	G78	10	21	0	0	0.5
G5	G78	10	21	0	0	0.5
G6	G78	10	21	5e-04	0	0.5
G7	G78	10	21	0	0	0.5
G8	G78	10	21	0	0	0.5
G9	G78	10	21	0	0	0.5
G10	G78	10	21	0	0	0.5
G11	G78	10	21	4e-04	0	0.5
G12	G78	10	21	0	0	0.5
G13	G78	10	21	0	0	0.5
G14	G78	10	21	0.001	0	0.5
G15	G78	10	21	0	0	0.5
G16	G78	10	21	3e-04	0	0.5
G17	G78	10	21	3e-04	0	0.5
G18	G78	10	21	0	0	0.5
G19	G78	10	21	0.0308	0	0.5
G20	G78	10	21	0	0	0.5
G21	G78	10	21	1e-04	0	0.5
G22	G78	10	21	0	0	0.5
G23	G78	10	21	0	0	0.5
G24	G78	10	21	0	0	0.5
G25	G78	10	21	0	0	0.5
G26	G78	10	21	0	0	0.5
G27	G78	10	21	0	0	0.5
G28	G78	10	21	0	0	0.5
G29	G78	10	21	0	0	0.5
G30	G78	10	21	0	0	0.5
G31	G78	10	21	0	0	0.5
G32	G78	10	21	0	0	0.5
G33	G78	10	21	0	0	0.5
G34	G78	10	21	0	0	0.5
G35	G78	10	21	0	0	0.5
G36	G78	10	21	0	0	0.5
G37	G78	10	21	0	0	0.5
G38	G78	10	21	0	0	0.5
G39	G78	10	21	0.0014	0	0.5
G40	G78	10	21	0	0	0.5
G41	G78	10	21	0	0	0.5
G42	G78	10	21	0	0	0.5
G43	G78	10	21	0	0	0.5
G44	G78	10	21	0.0065	0	0.5
G45	G78	10	21	0	0	0.5
G46	G78	10	21	0	0	0.5
G47	G78	10	21	0.0014	0	0.5
G48	G78	10	21	1e-04	0	0.5
G49	G78	10	21	7e-04	0	0.5
G50	G78	10	21	0	0	0.5
G51	G78	10	21	0	0	0.5
G52	G78	10	21	0	0	0.5
G53	G78	10	21	6e-04	0	0.5
G54	G78	10	21	0	0	0.5
G55	G78	10	21	0	0	0.5
G56	G78	10	21	0	0	0.5
G57	G78	10	21	0	0	0.5
G58	G78	10	21	0.0013	0	0.5
G59	G78	10	21	0	0	0.5
G60	G78	10	21	0	0	0.5
G61	G78	10	21	0	0	0.5
G62	G78	10	21	0	0	0.5
G63	G78	10	21	5e-04	0	0.5
G64	G78	10	21	0	0	0.5
G65	G78	10	21	0	0	0.5
G66	G78	10	21	0	0	0.5
G67	G78	10	21	0	0	0.5
G68	G78	10	21	0	0	0.5
G69	G78	10	21	0	0	0.5
G70	G78	10	21	0.0011	0	0.5
G71	G78	10	21	0.0049	0	0.5
G72	G78	10	21	2e-04	0	0.5
G73	G78	10	21	0	0	0.5
G74	G78	10	21	0.0031	0	0.5
G75	G78	10	21	0	0	0.5
G76	G78	10	21	0	0	0.5
