Parent	Target	CPstart	CPend	PostProb	CoeffMean	edgesThreshold
G1	G41	2	11	6e-04	0	0.5
G2	G41	2	11	0	0	0.5
G3	G41	2	11	8e-04	0	0.5
G4	G41	2	11	0	0	0.5
G5	G41	2	11	0	0	0.5
G6	G41	2	11	0	0	0.5
G7	G41	2	11	0.0021	0	0.5
G8	G41	2	11	0	0	0.5
G9	G41	2	11	4e-04	0	0.5
G10	G41	2	11	0	0	0.5
G11	G41	2	11	0	0	0.5
G12	G41	2	11	0	0	0.5
G13	G41	2	11	3e-04	0	0.5
G14	G41	2	11	0	0	0.5
G15	G41	2	11	0	0	0.5
G16	G41	2	11	0	0	0.5
G17	G41	2	11	0	0	0.5
G18	G41	2	11	0.0011	0	0.5
G19	G41	2	11	2e-04	0	0.5
G20	G41	2	11	0	0	0.5
G21	G41	2	11	0	0	0.5
G22	G41	2	11	0	0	0.5
G23	G41	2	11	0.0026	0	0.5
G24	G41	2	11	9e-04	0	0.5
G25	G41	2	11	0	0	0.5
G26	G41	2	11	0.0014	0	0.5
G27	G41	2	11	0	0	0.5
G28	G41	2	11	6e-04	0	0.5
G29	G41	2	11	0	0	0.5
G30	G41	2	11	0.0035	0	0.5
G31	G41	2	11	0	0	0.5
G32	G41	2	11	0	0	0.5
G33	G41	2	11	0	0	0.5
G34	G41	2	11	0	0	0.5
G35	G41	2	11	0	0	0.5
G36	G41	2	11	0.0017	0	0.5
G37	G41	2	11	0	0	0.5
G38	G41	2	11	0	0	0.5
G39	G41	2	11	0	0	0.5
G40	G41	2	11	3e-04	0	0.5
G41	G41	2	11	1	0.72244	0.5
G42	G41	2	11	1e-04	0	0.5
G43	G41	2	11	5e-04	0	0.5
G44	G41	2	11	0.0032	0	0.5
G45	G41	2	11	0.9121	0.08461	0.5
G46	G41	2	11	0	0	0.5
G47	G41	2	11	0	0	0.5
G48	G41	2	11	0.0014	0	0.5
G49	G41	2	11	0.0011	0	0.5
G50	G41	2	11	0	0	0.5
G51	G41	2	11	0	0	0.5
G52	G41	2	11	0	0	0.5
G53	G41	2	11	0	0	0.5
G54	G41	2	11	0	0	0.5
G55	G41	2	11	0	0	0.5
G56	G41	2	11	0	0	0.5
G57	G41	2	11	0	0	0.5
G58	G41	2	11	9e-04	0	0.5
G59	G41	2	11	0	0	0.5
G60	G41	2	11	0.0042	0	0.5
G61	G41	2	11	2e-04	0	0.5
G62	G41	2	11	0	0	0.5
G63	G41	2	11	0.0012	0	0.5
G64	G41	2	11	0.0015	0	0.5
G65	G41	2	11	0	0	0.5
G66	G41	2	11	0.001	0	0.5
G67	G41	2	11	4e-04	0	0.5
G68	G41	2	11	0	0	0.5
G69	G41	2	11	0.0016	0	0.5
G70	G41	2	11	0	0	0.5
G71	G41	2	11	0	0	0.5
G72	G41	2	11	0.0016	0	0.5
G73	G41	2	11	0	0	0.5
G74	G41	2	11	0	0	0.5
G75	G41	2	11	0	0	0.5
G76	G41	2	11	0	0	0.5
G77	G41	2	11	0	0	0.5
G78	G41	2	11	0	0	0.5
G79	G41	2	11	0	0	0.5
G80	G41	2	11	4e-04	0	0.5
G81	G41	2	11	0	0	0.5
G82	G41	2	11	0	0	0.5
G83	G41	2	11	0	0	0.5
G84	G41	2	11	0.0013	0	0.5
G85	G41	2	11	0	0	0.5
G86	G41	2	11	0.0023	0	0.5
G87	G41	2	11	0.0031	0	0.5
G88	G41	2	11	0	0	0.5
G89	G41	2	11	0	0	0.5
G90	G41	2	11	0.0015	0	0.5
G91	G41	2	11	0	0	0.5
G92	G41	2	11	0	0	0.5
G93	G41	2	11	2e-04	0	0.5
G94	G41	2	11	0	0	0.5
G95	G41	2	11	0.0012	0	0.5
G96	G41	2	11	0	0	0.5
G97	G41	2	11	4e-04	0	0.5
G98	G41	2	11	5e-04	0	0.5
G99	G41	2	11	0	0	0.5
G100	G41	2	11	0.0107	0	0.5
G1	G41	12	21	0	0	0.5
G2	G41	12	21	0	0	0.5
G3	G41	12	21	0	0	0.5
G4	G41	12	21	0	0	0.5
G5	G41	12	21	0	0	0.5
G6	G41	12	21	0	0	0.5
G7	G41	12	21	0	0	0.5
G8	G41	12	21	0	0	0.5
G9	G41	12	21	0	0	0.5
G10	G41	12	21	0	0	0.5
G11	G41	12	21	0	0	0.5
G12	G41	12	21	0	0	0.5
G13	G41	12	21	0	0	0.5
G14	G41	12	21	0	0	0.5
G15	G41	12	21	0	0	0.5
G16	G41	12	21	0	0	0.5
G17	G41	12	21	0	0	0.5
G18	G41	12	21	5e-04	0	0.5
G19	G41	12	21	0	0	0.5
