Parent	Target	CPstart	CPend	PostProb	CoeffMean	edgesThreshold
G1	G84	2	9	0.0021	0	0.5
G2	G84	2	9	4e-04	0	0.5
G3	G84	2	9	1e-04	0	0.5
G4	G84	2	9	0.0021	0	0.5
G5	G84	2	9	0	0	0.5
G6	G84	2	9	0.0011	0	0.5
G7	G84	2	9	0.0011	0	0.5
G8	G84	2	9	0	0	0.5
G9	G84	2	9	8e-04	0	0.5
G10	G84	2	9	2e-04	0	0.5
G11	G84	2	9	0.0011	0	0.5
G12	G84	2	9	0.0033	0	0.5
G13	G84	2	9	5e-04	0	0.5
G14	G84	2	9	4e-04	0	0.5
G15	G84	2	9	0.0025	0	0.5
G16	G84	2	9	0.002	0	0.5
G17	G84	2	9	0	0	0.5
G18	G84	2	9	3e-04	0	0.5
G19	G84	2	9	0.0012	0	0.5
G20	G84	2	9	9e-04	0	0.5
G21	G84	2	9	0	0	0.5
G22	G84	2	9	0	0	0.5
G23	G84	2	9	0	0	0.5
G24	G84	2	9	0	0	0.5
G25	G84	2	9	0	0	0.5
G26	G84	2	9	8e-04	0	0.5
G27	G84	2	9	7e-04	0	0.5
G28	G84	2	9	1e-04	0	0.5
G29	G84	2	9	0	0	0.5
G30	G84	2	9	1e-04	0	0.5
G31	G84	2	9	9e-04	0	0.5
G32	G84	2	9	0.0018	0	0.5
G33	G84	2	9	0.002	0	0.5
G34	G84	2	9	0.0013	0	0.5
G35	G84	2	9	9e-04	0	0.5
G36	G84	2	9	0.0022	0	0.5
G37	G84	2	9	4e-04	0	0.5
G38	G84	2	9	0	0	0.5
G39	G84	2	9	0	0	0.5
G40	G84	2	9	0	0	0.5
G41	G84	2	9	0.001	0	0.5
G42	G84	2	9	0	0	0.5
G43	G84	2	9	4e-04	0	0.5
G44	G84	2	9	0.0011	0	0.5
G45	G84	2	9	0.0019	0	0.5
G46	G84	2	9	1e-04	0	0.5
G47	G84	2	9	0	0	0.5
G48	G84	2	9	0.0019	0	0.5
G49	G84	2	9	0	0	0.5
G50	G84	2	9	0	0	0.5
G51	G84	2	9	0	0	0.5
G52	G84	2	9	1e-04	0	0.5
G53	G84	2	9	0	0	0.5
G54	G84	2	9	0	0	0.5
G55	G84	2	9	5e-04	0	0.5
G56	G84	2	9	0	0	0.5
G57	G84	2	9	8e-04	0	0.5
G58	G84	2	9	0.0012	0	0.5
G59	G84	2	9	9e-04	0	0.5
G60	G84	2	9	0.002	0	0.5
G61	G84	2	9	0	0	0.5
G62	G84	2	9	0	0	0.5
G63	G84	2	9	0	0	0.5
G64	G84	2	9	0.0015	0	0.5
G65	G84	2	9	1e-04	0	0.5
G66	G84	2	9	0.0011	0	0.5
G67	G84	2	9	0	0	0.5
G68	G84	2	9	0.0015	0	0.5
G69	G84	2	9	0	0	0.5
G70	G84	2	9	0	0	0.5
G71	G84	2	9	5e-04	0	0.5
G72	G84	2	9	0	0	0.5
G73	G84	2	9	0.0033	0	0.5
G74	G84	2	9	0	0	0.5
G75	G84	2	9	1e-04	0	0.5
G76	G84	2	9	0	0	0.5
G77	G84	2	9	2e-04	0	0.5
G78	G84	2	9	0.002	0	0.5
G79	G84	2	9	0.0018	0	0.5
G80	G84	2	9	7e-04	0	0.5
G81	G84	2	9	8e-04	0	0.5
G82	G84	2	9	0.002	0	0.5
G83	G84	2	9	0	0	0.5
G84	G84	2	9	1	0.74088	0.5
G85	G84	2	9	0.0021	0	0.5
G86	G84	2	9	0.004	0	0.5
G87	G84	2	9	0.0057	0	0.5
G88	G84	2	9	0.002	0	0.5
G89	G84	2	9	4e-04	0	0.5
G90	G84	2	9	0	0	0.5
G91	G84	2	9	0.0015	0	0.5
G92	G84	2	9	0.0034	0	0.5
G93	G84	2	9	4e-04	0	0.5
G94	G84	2	9	0.0017	0	0.5
G95	G84	2	9	0.0025	0	0.5
G96	G84	2	9	0.0032	0	0.5
G97	G84	2	9	4e-04	0	0.5
G98	G84	2	9	0	0	0.5
G99	G84	2	9	0	0	0.5
G100	G84	2	9	2e-04	0	0.5
G1	G84	10	21	2e-04	0	0.5
G2	G84	10	21	0	0	0.5
G3	G84	10	21	0.0014	0	0.5
G4	G84	10	21	0.0031	0	0.5
G5	G84	10	21	8e-04	0	0.5
G6	G84	10	21	8e-04	0	0.5
G7	G84	10	21	0.0013	0	0.5
G8	G84	10	21	0.0104	0	0.5
G9	G84	10	21	0.0023	0	0.5
G10	G84	10	21	0.0064	0	0.5
G11	G84	10	21	7e-04	0	0.5
G12	G84	10	21	0.0035	0	0.5
G13	G84	10	21	0.0021	0	0.5
G14	G84	10	21	0	0	0.5
G15	G84	10	21	0.0013	0	0.5
G16	G84	10	21	0.0022	0	0.5
G17	G84	10	21	0.0013	0	0.5
G18	G84	10	21	0.0029	0	0.5
G19	G84	10	21	0.0026	0	0.5
G20	G84	10	21	0.0014	0	0.5
G21	G84	10	21	0.0016	0	0.5
G22	G84	10	21	4e-04	0	0.5
G23	G84	10	21	0.0017	0	0.5
G24	G84	10	21	1e-04	0	0.5
G25	G84	10	21	0.0023	0	0.5
G26	G84	10	21	0.001	0	0.5
G27	G84	10	21	0	0	0.5
G28	G84	10	21	0.0012	0	0.5
G29	G84	10	21	0	0	0.5
G30	G84	10	21	0	0	0.5
G31	G84	10	21	4e-04	0	0.5
G32	G84	10	21	0	0	0.5
G33	G84	10	21	0.0019	0	0.5
G34	G84	10	21	0.0022	0	0.5
G35	G84	10	21	0.0019	0	0.5
G36	G84	10	21	0.0014	0	0.5
G37	G84	10	21	8e-04	0	0.5
G38	G84	10	21	0.0011	0	0.5
G39	G84	10	21	0.0012	0	0.5
G40	G84	10	21	0.0026	0	0.5
G41	G84	10	21	0.0027	0	0.5
G42	G84	10	21	0.003	0	0.5
G43	G84	10	21	0.0295	0	0.5
G44	G84	10	21	5e-04	0	0.5
G45	G84	10	21	7e-04	0	0.5
G46	G84	10	21	0	0	0.5
G47	G84	10	21	0.001	0	0.5
G48	G84	10	21	0.0049	0	0.5
G49	G84	10	21	0.0022	0	0.5
G50	G84	10	21	0.0013	0	0.5
G51	G84	10	21	0	0	0.5
G52	G84	10	21	0.0055	0	0.5
G53	G84	10	21	0.0038	0	0.5
G54	G84	10	21	0.0014	0	0.5
G55	G84	10	21	6e-04	0	0.5
G56	G84	10	21	0	0	0.5
G57	G84	10	21	0.0047	0	0.5
