Parent	Target	CPstart	CPend	PostProb	CoeffMean	edgesThreshold
G1	G30	2	8	0	0	0.5
G2	G30	2	8	3e-04	0	0.5
G3	G30	2	8	4e-04	0	0.5
G4	G30	2	8	0	0	0.5
G5	G30	2	8	2e-04	0	0.5
G6	G30	2	8	0	0	0.5
G7	G30	2	8	0.0034	0	0.5
G8	G30	2	8	0	0	0.5
G9	G30	2	8	6e-04	0	0.5
G10	G30	2	8	0.0018	0	0.5
G11	G30	2	8	0	0	0.5
G12	G30	2	8	0.0039	0	0.5
G13	G30	2	8	1e-04	0	0.5
G14	G30	2	8	9e-04	0	0.5
G15	G30	2	8	0	0	0.5
G16	G30	2	8	0	0	0.5
G17	G30	2	8	0.0019	0	0.5
G18	G30	2	8	0.0017	0	0.5
G19	G30	2	8	0	0	0.5
G20	G30	2	8	6e-04	0	0.5
G21	G30	2	8	0	0	0.5
G22	G30	2	8	0.0012	0	0.5
G23	G30	2	8	0	0	0.5
G24	G30	2	8	0	0	0.5
G25	G30	2	8	0	0	0.5
G26	G30	2	8	0	0	0.5
G27	G30	2	8	0.0015	0	0.5
G28	G30	2	8	0.0043	0	0.5
G29	G30	2	8	0.3069	0	0.5
G30	G30	2	8	1	0.70547	0.5
G31	G30	2	8	6e-04	0	0.5
G32	G30	2	8	0.0021	0	0.5
G33	G30	2	8	0.0015	0	0.5
G34	G30	2	8	0	0	0.5
G35	G30	2	8	0	0	0.5
G36	G30	2	8	0.0037	0	0.5
G37	G30	2	8	0	0	0.5
G38	G30	2	8	0.0012	0	0.5
G39	G30	2	8	0	0	0.5
G40	G30	2	8	0	0	0.5
G41	G30	2	8	0.0022	0	0.5
G42	G30	2	8	0	0	0.5
G43	G30	2	8	0.0015	0	0.5
G44	G30	2	8	0.0227	0	0.5
G45	G30	2	8	5e-04	0	0.5
G46	G30	2	8	0	0	0.5
G47	G30	2	8	0	0	0.5
G48	G30	2	8	0.0014	0	0.5
G49	G30	2	8	6e-04	0	0.5
G50	G30	2	8	5e-04	0	0.5
G51	G30	2	8	7e-04	0	0.5
G52	G30	2	8	0	0	0.5
G53	G30	2	8	6e-04	0	0.5
G54	G30	2	8	0.0027	0	0.5
G55	G30	2	8	0	0	0.5
G56	G30	2	8	0	0	0.5
G57	G30	2	8	0	0	0.5
G58	G30	2	8	0.0036	0	0.5
G59	G30	2	8	0.0086	0	0.5
G60	G30	2	8	5e-04	0	0.5
G61	G30	2	8	0	0	0.5
G62	G30	2	8	0	0	0.5
G63	G30	2	8	0.0019	0	0.5
G64	G30	2	8	0.0057	0	0.5
G65	G30	2	8	0	0	0.5
G66	G30	2	8	0.0048	0	0.5
G67	G30	2	8	0	0	0.5
G68	G30	2	8	0	0	0.5
G69	G30	2	8	0	0	0.5
G70	G30	2	8	0.0068	0	0.5
G71	G30	2	8	0	0	0.5
G72	G30	2	8	2e-04	0	0.5
