Parent	Target	CPstart	CPend	PostProb	CoeffMean	edgesThreshold
G1	G94	2	8	0	0	0.5
G2	G94	2	8	2e-04	0	0.5
G3	G94	2	8	1e-04	0	0.5
G4	G94	2	8	0	0	0.5
G5	G94	2	8	0.0011	0	0.5
G6	G94	2	8	0	0	0.5
G7	G94	2	8	6e-04	0	0.5
G8	G94	2	8	0.0012	0	0.5
G9	G94	2	8	0	0	0.5
G10	G94	2	8	9e-04	0	0.5
G11	G94	2	8	0.0012	0	0.5
G12	G94	2	8	0.0011	0	0.5
G13	G94	2	8	2e-04	0	0.5
G14	G94	2	8	0	0	0.5
G15	G94	2	8	0	0	0.5
G16	G94	2	8	5e-04	0	0.5
G17	G94	2	8	0.0029	0	0.5
G18	G94	2	8	0	0	0.5
G19	G94	2	8	0	0	0.5
G20	G94	2	8	0.0024	0	0.5
G21	G94	2	8	0	0	0.5
G22	G94	2	8	0	0	0.5
G23	G94	2	8	0.0021	0	0.5
G24	G94	2	8	0.0032	0	0.5
G25	G94	2	8	0	0	0.5
G26	G94	2	8	5e-04	0	0.5
G27	G94	2	8	0	0	0.5
G28	G94	2	8	0	0	0.5
G29	G94	2	8	0.0017	0	0.5
G30	G94	2	8	0.001	0	0.5
G31	G94	2	8	4e-04	0	0.5
G32	G94	2	8	0	0	0.5
G33	G94	2	8	0	0	0.5
G34	G94	2	8	0	0	0.5
G35	G94	2	8	0.0065	0	0.5
G36	G94	2	8	9e-04	0	0.5
G37	G94	2	8	0	0	0.5
G38	G94	2	8	6e-04	0	0.5
G39	G94	2	8	0	0	0.5
G40	G94	2	8	3e-04	0	0.5
G41	G94	2	8	0.0013	0	0.5
G42	G94	2	8	0	0	0.5
G43	G94	2	8	0.0015	0	0.5
G44	G94	2	8	0.0029	0	0.5
G45	G94	2	8	2e-04	0	0.5
G46	G94	2	8	3e-04	0	0.5
G47	G94	2	8	0.0021	0	0.5
G48	G94	2	8	0	0	0.5
G49	G94	2	8	0	0	0.5
G50	G94	2	8	0	0	0.5
G51	G94	2	8	0.0019	0	0.5
G52	G94	2	8	0.0035	0	0.5
G53	G94	2	8	0.0064	0	0.5
