Parent	Target	CPstart	CPend	PostProb	CoeffMean	edgesThreshold
G1	G1	2	13	1	0.73664	0.5
G2	G1	2	13	0	0	0.5
G3	G1	2	13	0	0	0.5
G4	G1	2	13	0	0	0.5
G5	G1	2	13	0	0	0.5
G6	G1	2	13	0	0	0.5
G7	G1	2	13	0	0	0.5
G8	G1	2	13	0	0	0.5
G9	G1	2	13	0	0	0.5
G10	G1	2	13	0	0	0.5
G11	G1	2	13	0	0	0.5
G12	G1	2	13	0.0018	0	0.5
G13	G1	2	13	0	0	0.5
G14	G1	2	13	0	0	0.5
G15	G1	2	13	0	0	0.5
G16	G1	2	13	0	0	0.5
G17	G1	2	13	0	0	0.5
G18	G1	2	13	0	0	0.5
G19	G1	2	13	0	0	0.5
G20	G1	2	13	0	0	0.5
G21	G1	2	13	0	0	0.5
G22	G1	2	13	0	0	0.5
G23	G1	2	13	1e-04	0	0.5
G24	G1	2	13	0	0	0.5
G25	G1	2	13	6e-04	0	0.5
G26	G1	2	13	0	0	0.5
G27	G1	2	13	0	0	0.5
G28	G1	2	13	0	0	0.5
G29	G1	2	13	0.0022	0	0.5
G30	G1	2	13	9e-04	0	0.5
G31	G1	2	13	0	0	0.5
G32	G1	2	13	0	0	0.5
G33	G1	2	13	0	0	0.5
G34	G1	2	13	0	0	0.5
G35	G1	2	13	0	0	0.5
G36	G1	2	13	0	0	0.5
G37	G1	2	13	0	0	0.5
G38	G1	2	13	0.1007	0	0.5
G39	G1	2	13	0	0	0.5
G40	G1	2	13	0	0	0.5
G41	G1	2	13	0	0	0.5
G42	G1	2	13	2e-04	0	0.5
G43	G1	2	13	0.0015	0	0.5
G44	G1	2	13	0	0	0.5
G45	G1	2	13	0.005	0	0.5
G46	G1	2	13	6e-04	0	0.5
G47	G1	2	13	0	0	0.5
G48	G1	2	13	0	0	0.5
G49	G1	2	13	0	0	0.5
G50	G1	2	13	5e-04	0	0.5
G51	G1	2	13	0	0	0.5
G52	G1	2	13	0	0	0.5
G53	G1	2	13	0	0	0.5
G54	G1	2	13	0	0	0.5
G55	G1	2	13	0.0014	0	0.5
G56	G1	2	13	0.0011	0	0.5
G57	G1	2	13	9e-04	0	0.5
G58	G1	2	13	0	0	0.5
G59	G1	2	13	0	0	0.5
G60	G1	2	13	0.0048	0	0.5
G61	G1	2	13	0	0	0.5
G62	G1	2	13	0	0	0.5
G63	G1	2	13	0	0	0.5
G64	G1	2	13	0	0	0.5
G65	G1	2	13	0	0	0.5
G66	G1	2	13	0	0	0.5
G67	G1	2	13	0	0	0.5
G68	G1	2	13	0	0	0.5
G69	G1	2	13	9e-04	0	0.5
G70	G1	2	13	0	0	0.5
G71	G1	2	13	4e-04	0	0.5
G72	G1	2	13	0	0	0.5
G73	G1	2	13	0	0	0.5
G74	G1	2	13	0	0	0.5
G75	G1	2	13	0	0	0.5
G76	G1	2	13	0	0	0.5
G77	G1	2	13	0.0012	0	0.5
G78	G1	2	13	0	0	0.5
G79	G1	2	13	0	0	0.5
G80	G1	2	13	0	0	0.5
G81	G1	2	13	0	0	0.5
G82	G1	2	13	0	0	0.5
G83	G1	2	13	9e-04	0	0.5
G84	G1	2	13	0	0	0.5
G85	G1	2	13	0	0	0.5
G86	G1	2	13	0	0	0.5
G87	G1	2	13	0	0	0.5
G88	G1	2	13	0.0029	0	0.5
G89	G1	2	13	1e-04	0	0.5
G90	G1	2	13	1e-04	0	0.5
G91	G1	2	13	6e-04	0	0.5
G92	G1	2	13	0	0	0.5
G93	G1	2	13	0	0	0.5
G94	G1	2	13	0	0	0.5
G95	G1	2	13	3e-04	0	0.5
G96	G1	2	13	0	0	0.5
G97	G1	2	13	5e-04	0	0.5
G98	G1	2	13	0	0	0.5
G99	G1	2	13	3e-04	0	0.5
G100	G1	2	13	0	0	0.5
G1	G1	14	21	0	0	0.5
G2	G1	14	21	0	0	0.5
G3	G1	14	21	0	0	0.5
G4	G1	14	21	0	0	0.5
G5	G1	14	21	0	0	0.5
G6	G1	14	21	2e-04	0	0.5
G7	G1	14	21	0.0011	0	0.5
G8	G1	14	21	0	0	0.5
G9	G1	14	21	0	0	0.5
G10	G1	14	21	0	0	0.5
G11	G1	14	21	0	0	0.5
G12	G1	14	21	0	0	0.5
G13	G1	14	21	0	0	0.5
G14	G1	14	21	0	0	0.5
G15	G1	14	21	0	0	0.5
G16	G1	14	21	8e-04	0	0.5
G17	G1	14	21	0	0	0.5
G18	G1	14	21	0	0	0.5
G19	G1	14	21	0	0	0.5
G20	G1	14	21	0	0	0.5
G21	G1	14	21	0	0	0.5
G22	G1	14	21	0	0	0.5
G23	G1	14	21	0	0	0.5
G24	G1	14	21	0	0	0.5
G25	G1	14	21	0	0	0.5
G26	G1	14	21	0	0	0.5
G27	G1	14	21	0	0	0.5
G28	G1	14	21	0	0	0.5
G29	G1	14	21	0	0	0.5
G30	G1	14	21	0	0	0.5
G31	G1	14	21	0	0	0.5
G32	G1	14	21	0	0	0.5
G33	G1	14	21	0	0	0.5
G34	G1	14	21	0	0	0.5
G35	G1	14	21	0	0	0.5
G36	G1	14	21	0	0	0.5
G37	G1	14	21	0	0	0.5
G38	G1	14	21	0	0	0.5
G39	G1	14	21	0	0	0.5
G40	G1	14	21	0	0	0.5
G41	G1	14	21	0	0	0.5
G42	G1	14	21	0	0	0.5
G43	G1	14	21	0	0	0.5
G44	G1	14	21	0	0	0.5
G45	G1	14	21	0	0	0.5
G46	G1	14	21	0	0	0.5
G47	G1	14	21	0	0	0.5
G48	G1	14	21	0	0	0.5
G49	G1	14	21	0	0	0.5
G50	G1	14	21	0.0011	0	0.5
G51	G1	14	21	0	0	0.5
G52	G1	14	21	0	0	0.5
G53	G1	14	21	0	0	0.5
G54	G1	14	21	0	0	0.5
G55	G1	14	21	0	0	0.5
G56	G1	14	21	0	0	0.5
G57	G1	14	21	0	0	0.5
G58	G1	14	21	0	0	0.5
G59	G1	14	21	0	0	0.5
G60	G1	14	21	0	0	0.5
G61	G1	14	21	0	0	0.5
G62	G1	14	21	0.001	0	0.5
G63	G1	14	21	0	0	0.5
G64	G1	14	21	0	0	0.5
G65	G1	14	21	0	0	0.5
G66	G1	14	21	0	0	0.5
G67	G1	14	21	0	0	0.5
G68	G1	14	21	5e-04	0	0.5
G69	G1	14	21	0	0	0.5
G70	G1	14	21	0.0034	0	0.5
G71	G1	14	21	0	0	0.5
G72	G1	14	21	0	0	0.5
G73	G1	14	21	0	0	0.5
G74	G1	14	21	0	0	0.5
G75	G1	14	21	0	0	0.5
G76	G1	14	21	0	0	0.5
G77	G1	14	21	0	0	0.5
G78	G1	14	21	0	0	0.5
G79	G1	14	21	0	0	0.5
G80	G1	14	21	0	0	0.5
G81	G1	14	21	0	0	0.5
G82	G1	14	21	0	0	0.5
G83	G1	14	21	7e-04	0	0.5
G84	G1	14	21	0	0	0.5
G85	G1	14	21	0	0	0.5
G86	G1	14	21	0	0	0.5
G87	G1	14	21	0	0	0.5
G88	G1	14	21	0	0	0.5
G89	G1	14	21	0	0	0.5
G90	G1	14	21	0	0	0.5
G91	G1	14	21	0	0	0.5
G92	G1	14	21	0	0	0.5
G93	G1	14	21	0	0	0.5
G94	G1	14	21	0	0	0.5
G95	G1	14	21	8e-04	0	0.5
G96	G1	14	21	0	0	0.5
G97	G1	14	21	2e-04	0	0.5
G98	G1	14	21	0	0	0.5
G99	G1	14	21	0	0	0.5
G100	G1	14	21	2e-04	0	0.5
