Parent	Target	CPstart	CPend	PostProb	CoeffMean	edgesThreshold
G1	G70	2	21	0.0025	0	0.5
G2	G70	2	21	7e-04	0	0.5
G3	G70	2	21	1e-04	0	0.5
G4	G70	2	21	0.0026	0	0.5
G5	G70	2	21	6e-04	0	0.5
G6	G70	2	21	0.0015	0	0.5
G7	G70	2	21	0.0022	0	0.5
G8	G70	2	21	1e-04	0	0.5
G9	G70	2	21	6e-04	0	0.5
G10	G70	2	21	0.0026	0	0.5
G11	G70	2	21	2e-04	0	0.5
G12	G70	2	21	8e-04	0	0.5
G13	G70	2	21	0.0011	0	0.5
G14	G70	2	21	4e-04	0	0.5
G15	G70	2	21	0.0017	0	0.5
G16	G70	2	21	2e-04	0	0.5
G17	G70	2	21	0.0019	0	0.5
G18	G70	2	21	0.005	0	0.5
G19	G70	2	21	0.0031	0	0.5
G20	G70	2	21	0.001	0	0.5
G21	G70	2	21	3e-04	0	0.5
G22	G70	2	21	0.001	0	0.5
G23	G70	2	21	0.0021	0	0.5
G24	G70	2	21	0.0041	0	0.5
G25	G70	2	21	0.0033	0	0.5
G26	G70	2	21	0.004	0	0.5
G27	G70	2	21	0.0023	0	0.5
G28	G70	2	21	0	0	0.5
G29	G70	2	21	0.0067	0	0.5
G30	G70	2	21	2e-04	0	0.5
G31	G70	2	21	0.002	0	0.5
G32	G70	2	21	5e-04	0	0.5
G33	G70	2	21	0.001	0	0.5
G34	G70	2	21	0.0015	0	0.5
G35	G70	2	21	0.001	0	0.5
G36	G70	2	21	0.0014	0	0.5
G37	G70	2	21	0.0024	0	0.5
G38	G70	2	21	0.0012	0	0.5
G39	G70	2	21	4e-04	0	0.5
G40	G70	2	21	1e-04	0	0.5
G41	G70	2	21	8e-04	0	0.5
G42	G70	2	21	3e-04	0	0.5
G43	G70	2	21	0.0286	0	0.5
G44	G70	2	21	8e-04	0	0.5
G45	G70	2	21	0.0016	0	0.5
G46	G70	2	21	0.0842	0	0.5
G47	G70	2	21	2e-04	0	0.5
G48	G70	2	21	0.0016	0	0.5
G49	G70	2	21	0.001	0	0.5
G50	G70	2	21	3e-04	0	0.5
G51	G70	2	21	9e-04	0	0.5
G52	G70	2	21	0.0014	0	0.5
G53	G70	2	21	6e-04	0	0.5
G54	G70	2	21	1e-04	0	0.5
G55	G70	2	21	7e-04	0	0.5
G56	G70	2	21	1e-04	0	0.5
G57	G70	2	21	0.006	0	0.5
G58	G70	2	21	1e-04	0	0.5
G59	G70	2	21	0	0	0.5
G60	G70	2	21	4e-04	0	0.5
G61	G70	2	21	0.0017	0	0.5
G62	G70	2	21	5e-04	0	0.5
G63	G70	2	21	8e-04	0	0.5
G64	G70	2	21	1e-04	0	0.5
G65	G70	2	21	1	0.2165	0.5
G66	G70	2	21	0.001	0	0.5
G67	G70	2	21	5e-04	0	0.5
G68	G70	2	21	0	0	0.5
G69	G70	2	21	3e-04	0	0.5
G70	G70	2	21	1	0.72205	0.5
G71	G70	2	21	0.0115	0	0.5
G72	G70	2	21	6e-04	0	0.5
G73	G70	2	21	0.0012	0	0.5
G74	G70	2	21	0	0	0.5
G75	G70	2	21	3e-04	0	0.5
G76	G70	2	21	0.0032	0	0.5
G77	G70	2	21	0.0047	0	0.5
G78	G70	2	21	0.0038	0	0.5
G79	G70	2	21	2e-04	0	0.5
G80	G70	2	21	0	0	0.5
G81	G70	2	21	3e-04	0	0.5
G82	G70	2	21	0	0	0.5
G83	G70	2	21	0.0014	0	0.5
G84	G70	2	21	0.0014	0	0.5
G85	G70	2	21	0.0036	0	0.5
G86	G70	2	21	2e-04	0	0.5
G87	G70	2	21	4e-04	0	0.5
G88	G70	2	21	0.002	0	0.5
G89	G70	2	21	0	0	0.5
G90	G70	2	21	0.0011	0	0.5
G91	G70	2	21	7e-04	0	0.5
G92	G70	2	21	5e-04	0	0.5
G93	G70	2	21	4e-04	0	0.5
G94	G70	2	21	8e-04	0	0.5
G95	G70	2	21	3e-04	0	0.5
G96	G70	2	21	1e-04	0	0.5
G97	G70	2	21	0.0667	0	0.5
G98	G70	2	21	7e-04	0	0.5
G99	G70	2	21	1e-04	0	0.5
G100	G70	2	21	3e-04	0	0.5
