Parent	Target	CPstart	CPend	PostProb	CoeffMean	edgesThreshold
G1	G63	2	8	9e-04	0	0.5
G2	G63	2	8	0	0	0.5
G3	G63	2	8	1e-04	0	0.5
G4	G63	2	8	0	0	0.5
G5	G63	2	8	1e-04	0	0.5
G6	G63	2	8	0	0	0.5
G7	G63	2	8	0	0	0.5
G8	G63	2	8	2e-04	0	0.5
G9	G63	2	8	0	0	0.5
G10	G63	2	8	0	0	0.5
G11	G63	2	8	0	0	0.5
G12	G63	2	8	0.0014	0	0.5
G13	G63	2	8	0.0011	0	0.5
G14	G63	2	8	7e-04	0	0.5
G15	G63	2	8	0	0	0.5
G16	G63	2	8	0	0	0.5
G17	G63	2	8	0	0	0.5
G18	G63	2	8	0	0	0.5
G19	G63	2	8	2e-04	0	0.5
G20	G63	2	8	2e-04	0	0.5
G21	G63	2	8	0	0	0.5
G22	G63	2	8	0	0	0.5
G23	G63	2	8	0	0	0.5
G24	G63	2	8	0	0	0.5
G25	G63	2	8	0	0	0.5
G26	G63	2	8	0	0	0.5
G27	G63	2	8	4e-04	0	0.5
G28	G63	2	8	0.0011	0	0.5
G29	G63	2	8	0	0	0.5
G30	G63	2	8	1e-04	0	0.5
G31	G63	2	8	0	0	0.5
G32	G63	2	8	0	0	0.5
G33	G63	2	8	4e-04	0	0.5
G34	G63	2	8	0	0	0.5
G35	G63	2	8	1e-04	0	0.5
G36	G63	2	8	0	0	0.5
G37	G63	2	8	0	0	0.5
G38	G63	2	8	0	0	0.5
G39	G63	2	8	0	0	0.5
G40	G63	2	8	0	0	0.5
G41	G63	2	8	3e-04	0	0.5
G42	G63	2	8	5e-04	0	0.5
G43	G63	2	8	2e-04	0	0.5
G44	G63	2	8	0	0	0.5
G45	G63	2	8	2e-04	0	0.5
G46	G63	2	8	0.002	0	0.5
G47	G63	2	8	0	0	0.5
G48	G63	2	8	0	0	0.5
G49	G63	2	8	0	0	0.5
G50	G63	2	8	0	0	0.5
G51	G63	2	8	2e-04	0	0.5
G52	G63	2	8	0	0	0.5
G53	G63	2	8	0	0	0.5
G54	G63	2	8	0	0	0.5
G55	G63	2	8	0	0	0.5
G56	G63	2	8	0	0	0.5
G57	G63	2	8	0.0037	0	0.5
G58	G63	2	8	0	0	0.5
G59	G63	2	8	0.0016	0	0.5
G60	G63	2	8	1e-04	0	0.5
G61	G63	2	8	7e-04	0	0.5
G62	G63	2	8	0	0	0.5
G63	G63	2	8	1	0.71436	0.5
G64	G63	2	8	0.0012	0	0.5
G65	G63	2	8	0	0	0.5
G66	G63	2	8	0	0	0.5
G67	G63	2	8	0	0	0.5
G68	G63	2	8	5e-04	0	0.5
G69	G63	2	8	3e-04	0	0.5
G70	G63	2	8	0	0	0.5
G71	G63	2	8	0	0	0.5
G72	G63	2	8	0	0	0.5
G73	G63	2	8	1e-04	0	0.5
G74	G63	2	8	0.0036	0	0.5
G75	G63	2	8	0	0	0.5
G76	G63	2	8	7e-04	0	0.5
G77	G63	2	8	2e-04	0	0.5
G78	G63	2	8	3e-04	0	0.5
G79	G63	2	8	0	0	0.5
G80	G63	2	8	8e-04	0	0.5
G81	G63	2	8	3e-04	0	0.5
G82	G63	2	8	0	0	0.5
G83	G63	2	8	5e-04	0	0.5
G84	G63	2	8	0	0	0.5
G85	G63	2	8	0	0	0.5
G86	G63	2	8	3e-04	0	0.5
G87	G63	2	8	6e-04	0	0.5
G88	G63	2	8	1e-04	0	0.5
G89	G63	2	8	5e-04	0	0.5
G90	G63	2	8	0	0	0.5
G91	G63	2	8	5e-04	0	0.5
G92	G63	2	8	0	0	0.5
G93	G63	2	8	0	0	0.5
G94	G63	2	8	2e-04	0	0.5
G95	G63	2	8	0	0	0.5
G96	G63	2	8	1e-04	0	0.5
G97	G63	2	8	0	0	0.5
G98	G63	2	8	0	0	0.5
G99	G63	2	8	0	0	0.5
G100	G63	2	8	0	0	0.5
G1	G63	9	21	7e-04	0	0.5
G2	G63	9	21	0	0	0.5
G3	G63	9	21	0	0	0.5
G4	G63	9	21	0	0	0.5
G5	G63	9	21	6e-04	0	0.5
G6	G63	9	21	0	0	0.5
G7	G63	9	21	0	0	0.5
G8	G63	9	21	0	0	0.5
G9	G63	9	21	8e-04	0	0.5
G10	G63	9	21	3e-04	0	0.5
G11	G63	9	21	0	0	0.5
G12	G63	9	21	0	0	0.5
G13	G63	9	21	0	0	0.5
G14	G63	9	21	0	0	0.5
G15	G63	9	21	1e-04	0	0.5
G16	G63	9	21	0.0013	0	0.5
G17	G63	9	21	0	0	0.5
G18	G63	9	21	0	0	0.5
G19	G63	9	21	0	0	0.5
G20	G63	9	21	0	0	0.5
G21	G63	9	21	0	0	0.5
G22	G63	9	21	0	0	0.5
G23	G63	9	21	0	0	0.5
G24	G63	9	21	0.001	0	0.5
G25	G63	9	21	0	0	0.5
G26	G63	9	21	1e-04	0	0.5
G27	G63	9	21	2e-04	0	0.5
G28	G63	9	21	0	0	0.5
G29	G63	9	21	0	0	0.5
G30	G63	9	21	0	0	0.5
G31	G63	9	21	0	0	0.5
G32	G63	9	21	0	0	0.5
G33	G63	9	21	0	0	0.5
G34	G63	9	21	2e-04	0	0.5
G35	G63	9	21	0	0	0.5
G36	G63	9	21	0	0	0.5
G37	G63	9	21	0	0	0.5
G38	G63	9	21	0	0	0.5
G39	G63	9	21	0	0	0.5
G40	G63	9	21	0	0	0.5
G41	G63	9	21	0	0	0.5
G42	G63	9	21	0	0	0.5
G43	G63	9	21	0	0	0.5
G44	G63	9	21	0	0	0.5
G45	G63	9	21	0	0	0.5
G46	G63	9	21	5e-04	0	0.5
G47	G63	9	21	0	0	0.5
G48	G63	9	21	0	0	0.5
G49	G63	9	21	0	0	0.5
G50	G63	9	21	0	0	0.5
G51	G63	9	21	0	0	0.5
G52	G63	9	21	0	0	0.5
G53	G63	9	21	0	0	0.5
G54	G63	9	21	1e-04	0	0.5
G55	G63	9	21	0	0	0.5
G56	G63	9	21	0	0	0.5
G57	G63	9	21	0	0	0.5
G58	G63	9	21	8e-04	0	0.5
G59	G63	9	21	0	0	0.5
G60	G63	9	21	0	0	0.5
G61	G63	9	21	0	0	0.5
G62	G63	9	21	3e-04	0	0.5
G63	G63	9	21	0	0	0.5
G64	G63	9	21	0	0	0.5
G65	G63	9	21	0	0	0.5
G66	G63	9	21	0.001	0	0.5
G67	G63	9	21	0	0	0.5
G68	G63	9	21	0	0	0.5
G69	G63	9	21	0	0	0.5
G70	G63	9	21	0	0	0.5
G71	G63	9	21	0	0	0.5
G72	G63	9	21	0	0	0.5
G73	G63	9	21	0	0	0.5
G74	G63	9	21	0	0	0.5
G75	G63	9	21	0	0	0.5
G76	G63	9	21	0	0	0.5
G77	G63	9	21	0	0	0.5
G78	G63	9	21	7e-04	0	0.5
G79	G63	9	21	0	0	0.5
G80	G63	9	21	1e-04	0	0.5
G81	G63	9	21	0	0	0.5
G82	G63	9	21	0	0	0.5
G83	G63	9	21	4e-04	0	0.5
G84	G63	9	21	0	0	0.5
G85	G63	9	21	0	0	0.5
G86	G63	9	21	0	0	0.5
G87	G63	9	21	5e-04	0	0.5
G88	G63	9	21	0	0	0.5
G89	G63	9	21	0	0	0.5
G90	G63	9	21	2e-04	0	0.5
G91	G63	9	21	0	0	0.5
G92	G63	9	21	0.0019	0	0.5
G93	G63	9	21	0	0	0.5
G94	G63	9	21	0.0017	0	0.5
G95	G63	9	21	1e-04	0	0.5
G96	G63	9	21	0	0	0.5
G97	G63	9	21	0	0	0.5
G98	G63	9	21	0	0	0.5
G99	G63	9	21	0.001	0	0.5
G100	G63	9	21	8e-04	0	0.5
