Parent	Target	CPstart	CPend	PostProb	CoeffMean	edgesThreshold
G1	G34	2	10	1e-04	0	0.5
G2	G34	2	10	0	0	0.5
G3	G34	2	10	0	0	0.5
G4	G34	2	10	0	0	0.5
G5	G34	2	10	3e-04	0	0.5
G6	G34	2	10	0	0	0.5
G7	G34	2	10	0	0	0.5
G8	G34	2	10	0	0	0.5
G9	G34	2	10	0	0	0.5
G10	G34	2	10	0.0035	0	0.5
G11	G34	2	10	0.004	0	0.5
G12	G34	2	10	0	0	0.5
G13	G34	2	10	0	0	0.5
G14	G34	2	10	0.001	0	0.5
G15	G34	2	10	0	0	0.5
G16	G34	2	10	6e-04	0	0.5
G17	G34	2	10	0.0019	0	0.5
G18	G34	2	10	0.0013	0	0.5
G19	G34	2	10	5e-04	0	0.5
G20	G34	2	10	0.0015	0	0.5
G21	G34	2	10	0.0012	0	0.5
G22	G34	2	10	0	0	0.5
G23	G34	2	10	0.0023	0	0.5
G24	G34	2	10	0	0	0.5
G25	G34	2	10	0.0016	0	0.5
G26	G34	2	10	0	0	0.5
G27	G34	2	10	0	0	0.5
G28	G34	2	10	0	0	0.5
G29	G34	2	10	0.0011	0	0.5
G30	G34	2	10	0	0	0.5
G31	G34	2	10	0	0	0.5
G32	G34	2	10	3e-04	0	0.5
G33	G34	2	10	0.0025	0	0.5
G34	G34	2	10	1	0.74681	0.5
G35	G34	2	10	0.1288	0	0.5
G36	G34	2	10	0	0	0.5
G37	G34	2	10	0	0	0.5
G38	G34	2	10	9e-04	0	0.5
G39	G34	2	10	3e-04	0	0.5
G40	G34	2	10	6e-04	0	0.5
G41	G34	2	10	0	0	0.5
G42	G34	2	10	0	0	0.5
G43	G34	2	10	4e-04	0	0.5
G44	G34	2	10	0	0	0.5
G45	G34	2	10	0	0	0.5
G46	G34	2	10	3e-04	0	0.5
G47	G34	2	10	0.0033	0	0.5
G48	G34	2	10	0	0	0.5
G49	G34	2	10	0	0	0.5
