Parent	Target	CPstart	CPend	PostProb	CoeffMean	edgesThreshold
G1	G39	2	10	0	0	0.5
G2	G39	2	10	6e-04	0	0.5
G3	G39	2	10	0	0	0.5
G4	G39	2	10	8e-04	0	0.5
G5	G39	2	10	0	0	0.5
G6	G39	2	10	0	0	0.5
G7	G39	2	10	0	0	0.5
G8	G39	2	10	0	0	0.5
G9	G39	2	10	0	0	0.5
G10	G39	2	10	0.0035	0	0.5
G11	G39	2	10	0	0	0.5
G12	G39	2	10	8e-04	0	0.5
G13	G39	2	10	0	0	0.5
G14	G39	2	10	0	0	0.5
G15	G39	2	10	4e-04	0	0.5
G16	G39	2	10	0	0	0.5
G17	G39	2	10	0	0	0.5
G18	G39	2	10	1e-04	0	0.5
G19	G39	2	10	2e-04	0	0.5
G20	G39	2	10	0	0	0.5
G21	G39	2	10	1e-04	0	0.5
G22	G39	2	10	0	0	0.5
G23	G39	2	10	0	0	0.5
G24	G39	2	10	0	0	0.5
G25	G39	2	10	0	0	0.5
G26	G39	2	10	3e-04	0	0.5
G27	G39	2	10	9e-04	0	0.5
G28	G39	2	10	0	0	0.5
G29	G39	2	10	0.0021	0	0.5
G30	G39	2	10	0.0018	0	0.5
G31	G39	2	10	0	0	0.5
G32	G39	2	10	0	0	0.5
G33	G39	2	10	8e-04	0	0.5
G34	G39	2	10	0	0	0.5
G35	G39	2	10	9e-04	0	0.5
G36	G39	2	10	0	0	0.5
G37	G39	2	10	4e-04	0	0.5
G38	G39	2	10	0.0043	0	0.5
G39	G39	2	10	1	0.75304	0.5
G40	G39	2	10	0.0011	0	0.5
G41	G39	2	10	0	0	0.5
G42	G39	2	10	6e-04	0	0.5
G43	G39	2	10	2e-04	0	0.5
G44	G39	2	10	0	0	0.5
G45	G39	2	10	5e-04	0	0.5
G46	G39	2	10	0	0	0.5
G47	G39	2	10	0	0	0.5
G48	G39	2	10	0	0	0.5
G49	G39	2	10	1e-04	0	0.5
G50	G39	2	10	0	0	0.5
G51	G39	2	10	0	0	0.5
G52	G39	2	10	0	0	0.5
G53	G39	2	10	0	0	0.5
G54	G39	2	10	6e-04	0	0.5
G55	G39	2	10	0	0	0.5
G56	G39	2	10	0	0	0.5
G57	G39	2	10	0	0	0.5
G58	G39	2	10	0	0	0.5
G59	G39	2	10	2e-04	0	0.5
G60	G39	2	10	0	0	0.5
G61	G39	2	10	0	0	0.5
G62	G39	2	10	0	0	0.5
G63	G39	2	10	0	0	0.5
G64	G39	2	10	0	0	0.5
G65	G39	2	10	0	0	0.5
G66	G39	2	10	0.0023	0	0.5
G67	G39	2	10	0	0	0.5
G68	G39	2	10	0	0	0.5
G69	G39	2	10	0	0	0.5
G70	G39	2	10	0	0	0.5
G71	G39	2	10	0.0014	0	0.5
G72	G39	2	10	0	0	0.5
G73	G39	2	10	0	0	0.5
G74	G39	2	10	0	0	0.5
G75	G39	2	10	0	0	0.5
G76	G39	2	10	0	0	0.5
G77	G39	2	10	0.0037	0	0.5
G78	G39	2	10	0.0041	0	0.5
G79	G39	2	10	5e-04	0	0.5
G80	G39	2	10	3e-04	0	0.5
G81	G39	2	10	0	0	0.5
G82	G39	2	10	3e-04	0	0.5
G83	G39	2	10	0	0	0.5
G84	G39	2	10	0	0	0.5
G85	G39	2	10	0.0025	0	0.5
G86	G39	2	10	2e-04	0	0.5
G87	G39	2	10	0.0013	0	0.5
G88	G39	2	10	0	0	0.5
G89	G39	2	10	0	0	0.5
G90	G39	2	10	0	0	0.5
G91	G39	2	10	0	0	0.5
G92	G39	2	10	0	0	0.5
G93	G39	2	10	0	0	0.5
G94	G39	2	10	0	0	0.5
G95	G39	2	10	0	0	0.5
G96	G39	2	10	0	0	0.5
G97	G39	2	10	0.0107	0	0.5
G98	G39	2	10	0	0	0.5
G99	G39	2	10	0	0	0.5
G100	G39	2	10	0	0	0.5
G1	G39	11	21	0	0	0.5
G2	G39	11	21	3e-04	0	0.5
G3	G39	11	21	0	0	0.5
G4	G39	11	21	0	0	0.5
G5	G39	11	21	0	0	0.5
G6	G39	11	21	0	0	0.5
G7	G39	11	21	0	0	0.5
G8	G39	11	21	0.0012	0	0.5
G9	G39	11	21	1e-04	0	0.5
G10	G39	11	21	0	0	0.5
G11	G39	11	21	0	0	0.5
G12	G39	11	21	0	0	0.5
G13	G39	11	21	0	0	0.5
G14	G39	11	21	0	0	0.5
G15	G39	11	21	0	0	0.5
G16	G39	11	21	0	0	0.5
G17	G39	11	21	0	0	0.5
G18	G39	11	21	0	0	0.5
G19	G39	11	21	2e-04	0	0.5
G20	G39	11	21	5e-04	0	0.5
G21	G39	11	21	0	0	0.5
G22	G39	11	21	0	0	0.5
G23	G39	11	21	0	0	0.5
G24	G39	11	21	0	0	0.5
G25	G39	11	21	0	0	0.5
G26	G39	11	21	0	0	0.5
G27	G39	11	21	0	0	0.5
G28	G39	11	21	0	0	0.5
G29	G39	11	21	0	0	0.5
G30	G39	11	21	0	0	0.5
G31	G39	11	21	0.0022	0	0.5
G32	G39	11	21	0	0	0.5
G33	G39	11	21	0.001	0	0.5
G34	G39	11	21	0.0014	0	0.5
G35	G39	11	21	0.0013	0	0.5
G36	G39	11	21	0	0	0.5
G37	G39	11	21	0	0	0.5
G38	G39	11	21	0	0	0.5
G39	G39	11	21	8e-04	0	0.5
G40	G39	11	21	0	0	0.5
G41	G39	11	21	0	0	0.5
G42	G39	11	21	0	0	0.5
G43	G39	11	21	4e-04	0	0.5
G44	G39	11	21	0	0	0.5
G45	G39	11	21	0	0	0.5
G46	G39	11	21	0	0	0.5
G47	G39	11	21	0	0	0.5
G48	G39	11	21	0	0	0.5
G49	G39	11	21	0	0	0.5
G50	G39	11	21	0.0011	0	0.5
G51	G39	11	21	0	0	0.5
G52	G39	11	21	0	0	0.5
G53	G39	11	21	0	0	0.5
G54	G39	11	21	0	0	0.5
G55	G39	11	21	2e-04	0	0.5
G56	G39	11	21	0	0	0.5
G57	G39	11	21	3e-04	0	0.5
G58	G39	11	21	6e-04	0	0.5
G59	G39	11	21	7e-04	0	0.5
G60	G39	11	21	3e-04	0	0.5
G61	G39	11	21	0	0	0.5
G62	G39	11	21	0	0	0.5
G63	G39	11	21	0	0	0.5
G64	G39	11	21	0	0	0.5
G65	G39	11	21	0	0	0.5
G66	G39	11	21	0	0	0.5
G67	G39	11	21	0	0	0.5
G68	G39	11	21	0	0	0.5
G69	G39	11	21	0	0	0.5
G70	G39	11	21	0	0	0.5
G71	G39	11	21	0	0	0.5
G72	G39	11	21	0	0	0.5
G73	G39	11	21	0	0	0.5
G74	G39	11	21	0	0	0.5
G75	G39	11	21	0	0	0.5
G76	G39	11	21	0	0	0.5
G77	G39	11	21	1e-04	0	0.5
G78	G39	11	21	0	0	0.5
G79	G39	11	21	0	0	0.5
G80	G39	11	21	0	0	0.5
G81	G39	11	21	0	0	0.5
G82	G39	11	21	4e-04	0	0.5
G83	G39	11	21	0	0	0.5
G84	G39	11	21	0	0	0.5
G85	G39	11	21	0	0	0.5
G86	G39	11	21	0	0	0.5
G87	G39	11	21	0	0	0.5
G88	G39	11	21	0.004	0	0.5
G89	G39	11	21	0	0	0.5
G90	G39	11	21	0	0	0.5
G91	G39	11	21	1e-04	0	0.5
G92	G39	11	21	0	0	0.5
G93	G39	11	21	0	0	0.5
G94	G39	11	21	0	0	0.5
G95	G39	11	21	0	0	0.5
G96	G39	11	21	0	0	0.5
G97	G39	11	21	1e-04	0	0.5
G98	G39	11	21	0	0	0.5
G99	G39	11	21	0	0	0.5
G100	G39	11	21	0	0	0.5
