Parent	Target	CPstart	CPend	PostProb	CoeffMean	edgesThreshold
G1	G14	2	9	0	0	0.5
G2	G14	2	9	0	0	0.5
G3	G14	2	9	0	0	0.5
G4	G14	2	9	0.0011	0	0.5
G5	G14	2	9	0.0015	0	0.5
G6	G14	2	9	0	0	0.5
G7	G14	2	9	0.0013	0	0.5
G8	G14	2	9	5e-04	0	0.5
G9	G14	2	9	5e-04	0	0.5
G10	G14	2	9	0	0	0.5
G11	G14	2	9	0.0016	0	0.5
G12	G14	2	9	0.001	0	0.5
G13	G14	2	9	0	0	0.5
G14	G14	2	9	1	0.76902	0.5
G15	G14	2	9	0	0	0.5
G16	G14	2	9	0	0	0.5
G17	G14	2	9	0.001	0	0.5
G18	G14	2	9	3e-04	0	0.5
G19	G14	2	9	0.0035	0	0.5
G20	G14	2	9	2e-04	0	0.5
G21	G14	2	9	0	0	0.5
G22	G14	2	9	0.001	0	0.5
G23	G14	2	9	0	0	0.5
G24	G14	2	9	0.0018	0	0.5
G25	G14	2	9	0	0	0.5
G26	G14	2	9	7e-04	0	0.5
G27	G14	2	9	0	0	0.5
G28	G14	2	9	6e-04	0	0.5
G29	G14	2	9	0.0012	0	0.5
G30	G14	2	9	0	0	0.5
G31	G14	2	9	0.0015	0	0.5
G32	G14	2	9	0	0	0.5
G33	G14	2	9	0	0	0.5
G34	G14	2	9	0	0	0.5
G35	G14	2	9	0	0	0.5
G36	G14	2	9	1e-04	0	0.5
G37	G14	2	9	0	0	0.5
G38	G14	2	9	0	0	0.5
G39	G14	2	9	0	0	0.5
G40	G14	2	9	0.0016	0	0.5
G41	G14	2	9	0	0	0.5
G42	G14	2	9	0.0033	0	0.5
G43	G14	2	9	7e-04	0	0.5
G44	G14	2	9	0	0	0.5
G45	G14	2	9	5e-04	0	0.5
G46	G14	2	9	0.0015	0	0.5
G47	G14	2	9	1e-04	0	0.5
G48	G14	2	9	8e-04	0	0.5
G49	G14	2	9	0	0	0.5
G50	G14	2	9	0.001	0	0.5
G51	G14	2	9	0	0	0.5
G52	G14	2	9	0.001	0	0.5
G53	G14	2	9	1e-04	0	0.5
G54	G14	2	9	0	0	0.5
G55	G14	2	9	0.001	0	0.5
G56	G14	2	9	1e-04	0	0.5
G57	G14	2	9	8e-04	0	0.5
G58	G14	2	9	7e-04	0	0.5
G59	G14	2	9	0.004	0	0.5
G60	G14	2	9	0.0014	0	0.5
G61	G14	2	9	0.0022	0	0.5
G62	G14	2	9	0.0015	0	0.5
G63	G14	2	9	0	0	0.5
G64	G14	2	9	0	0	0.5
G65	G14	2	9	7e-04	0	0.5
G66	G14	2	9	7e-04	0	0.5
G67	G14	2	9	2e-04	0	0.5
G68	G14	2	9	1e-04	0	0.5
G69	G14	2	9	2e-04	0	0.5
G70	G14	2	9	0	0	0.5
G71	G14	2	9	7e-04	0	0.5
G72	G14	2	9	0	0	0.5
G73	G14	2	9	7e-04	0	0.5
G74	G14	2	9	0.0015	0	0.5
G75	G14	2	9	0	0	0.5
G76	G14	2	9	0	0	0.5
G77	G14	2	9	0	0	0.5
G78	G14	2	9	5e-04	0	0.5
G79	G14	2	9	0	0	0.5
G80	G14	2	9	0.0025	0	0.5
G81	G14	2	9	0	0	0.5
G82	G14	2	9	0.0046	0	0.5
G83	G14	2	9	0	0	0.5
G84	G14	2	9	0	0	0.5
G85	G14	2	9	0	0	0.5
G86	G14	2	9	3e-04	0	0.5
G87	G14	2	9	0	0	0.5
G88	G14	2	9	4e-04	0	0.5
G89	G14	2	9	0	0	0.5
G90	G14	2	9	0.0014	0	0.5
G91	G14	2	9	0	0	0.5
G92	G14	2	9	0.0013	0	0.5
G93	G14	2	9	0	0	0.5
