Parent	Target	CPstart	CPend	PostProb	CoeffMean	edgesThreshold
G1	G100	2	8	0	0	0.5
G2	G100	2	8	0	0	0.5
G3	G100	2	8	0	0	0.5
G4	G100	2	8	4e-04	0	0.5
G5	G100	2	8	0	0	0.5
G6	G100	2	8	8e-04	0	0.5
G7	G100	2	8	1e-04	0	0.5
G8	G100	2	8	0.0014	0	0.5
G9	G100	2	8	0.001	0	0.5
G10	G100	2	8	2e-04	0	0.5
G11	G100	2	8	0.0031	0	0.5
G12	G100	2	8	0.0025	0	0.5
G13	G100	2	8	0.0017	0	0.5
G14	G100	2	8	0.0019	0	0.5
G15	G100	2	8	1e-04	0	0.5
G16	G100	2	8	9e-04	0	0.5
G17	G100	2	8	0.0017	0	0.5
G18	G100	2	8	0.0025	0	0.5
G19	G100	2	8	0	0	0.5
G20	G100	2	8	2e-04	0	0.5
G21	G100	2	8	0.0015	0	0.5
G22	G100	2	8	0.0027	0	0.5
G23	G100	2	8	0	0	0.5
G24	G100	2	8	0	0	0.5
G25	G100	2	8	0.0044	0	0.5
G26	G100	2	8	9e-04	0	0.5
G27	G100	2	8	0	0	0.5
G28	G100	2	8	0.001	0	0.5
G29	G100	2	8	0.0027	0	0.5
G30	G100	2	8	4e-04	0	0.5
G31	G100	2	8	0.0017	0	0.5
G32	G100	2	8	0	0	0.5
G33	G100	2	8	0	0	0.5
G34	G100	2	8	0.0013	0	0.5
G35	G100	2	8	0	0	0.5
G36	G100	2	8	6e-04	0	0.5
G37	G100	2	8	4e-04	0	0.5
G38	G100	2	8	3e-04	0	0.5
G39	G100	2	8	7e-04	0	0.5
G40	G100	2	8	1e-04	0	0.5
G41	G100	2	8	0.0017	0	0.5
G42	G100	2	8	0.0012	0	0.5
G43	G100	2	8	0.0019	0	0.5
G44	G100	2	8	0.002	0	0.5
G45	G100	2	8	0	0	0.5
G46	G100	2	8	4e-04	0	0.5
G47	G100	2	8	0	0	0.5
G48	G100	2	8	0	0	0.5
G49	G100	2	8	0.0012	0	0.5
G50	G100	2	8	0.0013	0	0.5
G51	G100	2	8	0	0	0.5
G52	G100	2	8	3e-04	0	0.5
G53	G100	2	8	0	0	0.5
G54	G100	2	8	0	0	0.5
G55	G100	2	8	0.0011	0	0.5
G56	G100	2	8	0	0	0.5
G57	G100	2	8	0	0	0.5
G58	G100	2	8	0.0052	0	0.5
G59	G100	2	8	0	0	0.5
G60	G100	2	8	0.0019	0	0.5
G61	G100	2	8	0	0	0.5
G62	G100	2	8	0.0014	0	0.5
G63	G100	2	8	0	0	0.5
G64	G100	2	8	1e-04	0	0.5
G65	G100	2	8	0.001	0	0.5
G66	G100	2	8	0	0	0.5
G67	G100	2	8	6e-04	0	0.5
G68	G100	2	8	8e-04	0	0.5
G69	G100	2	8	5e-04	0	0.5
G70	G100	2	8	0	0	0.5
G71	G100	2	8	0	0	0.5
G72	G100	2	8	3e-04	0	0.5
G73	G100	2	8	3e-04	0	0.5
G74	G100	2	8	0	0	0.5
G75	G100	2	8	0	0	0.5
G76	G100	2	8	3e-04	0	0.5
G77	G100	2	8	0	0	0.5
G78	G100	2	8	0	0	0.5
G79	G100	2	8	0	0	0.5
G80	G100	2	8	0.0031	0	0.5
G81	G100	2	8	0	0	0.5
G82	G100	2	8	0	0	0.5
G83	G100	2	8	0	0	0.5
G84	G100	2	8	0	0	0.5
G85	G100	2	8	0.0023	0	0.5
G86	G100	2	8	0	0	0.5
G87	G100	2	8	0	0	0.5
G88	G100	2	8	5e-04	0	0.5
G89	G100	2	8	3e-04	0	0.5
G90	G100	2	8	0	0	0.5
G91	G100	2	8	0.0014	0	0.5
G92	G100	2	8	0.0012	0	0.5
G93	G100	2	8	3e-04	0	0.5
G94	G100	2	8	0	0	0.5
G95	G100	2	8	6e-04	0	0.5
G96	G100	2	8	0	0	0.5
G97	G100	2	8	0.0016	0	0.5
G98	G100	2	8	0	0	0.5
G99	G100	2	8	0	0	0.5
G100	G100	2	8	1	0.75153	0.5
G1	G100	9	21	3e-04	0	0.5
G2	G100	9	21	8e-04	0	0.5
G3	G100	9	21	0.0035	0	0.5
G4	G100	9	21	0.0011	0	0.5
G5	G100	9	21	0.0014	0	0.5
G6	G100	9	21	0.007	0	0.5
G7	G100	9	21	0.0013	0	0.5
G8	G100	9	21	0.0055	0	0.5
G9	G100	9	21	0.0028	0	0.5
G10	G100	9	21	0.0052	0	0.5
G11	G100	9	21	0.0048	0	0.5
G12	G100	9	21	4e-04	0	0.5
G13	G100	9	21	0.0087	0	0.5
G14	G100	9	21	0.0014	0	0.5
G15	G100	9	21	0	0	0.5
G16	G100	9	21	8e-04	0	0.5
G17	G100	9	21	0.0044	0	0.5
G18	G100	9	21	0.0061	0	0.5
G19	G100	9	21	0.0022	0	0.5
G20	G100	9	21	0.0013	0	0.5
G21	G100	9	21	0.0318	0	0.5
G22	G100	9	21	0.0077	0	0.5
G23	G100	9	21	0.0028	0	0.5
G24	G100	9	21	0.0024	0	0.5
G25	G100	9	21	0.0046	0	0.5
G26	G100	9	21	5e-04	0	0.5
G27	G100	9	21	8e-04	0	0.5
G28	G100	9	21	0.0018	0	0.5
G29	G100	9	21	0	0	0.5
G30	G100	9	21	0.0044	0	0.5
G31	G100	9	21	0	0	0.5
G32	G100	9	21	0.0039	0	0.5
G33	G100	9	21	0.0068	0	0.5
G34	G100	9	21	0.0121	0	0.5
G35	G100	9	21	0.0309	0	0.5
G36	G100	9	21	0.0034	0	0.5
G37	G100	9	21	0.0011	0	0.5
G38	G100	9	21	0.0024	0	0.5
G39	G100	9	21	0.0117	0	0.5
G40	G100	9	21	2e-04	0	0.5
G41	G100	9	21	0.0047	0	0.5
G42	G100	9	21	0.0017	0	0.5
G43	G100	9	21	0.0044	0	0.5
G44	G100	9	21	0.0014	0	0.5
G45	G100	9	21	2e-04	0	0.5
G46	G100	9	21	0.0025	0	0.5
G47	G100	9	21	0	0	0.5
G48	G100	9	21	0.0568	0	0.5
G49	G100	9	21	0.0828	0	0.5
G50	G100	9	21	0.0026	0	0.5
G51	G100	9	21	0.0031	0	0.5
G52	G100	9	21	2e-04	0	0.5
G53	G100	9	21	0.004	0	0.5
G54	G100	9	21	0.003	0	0.5
G55	G100	9	21	0.0018	0	0.5
G56	G100	9	21	0.0029	0	0.5
G57	G100	9	21	6e-04	0	0.5
G58	G100	9	21	0.0046	0	0.5
G59	G100	9	21	0.0149	0	0.5
G60	G100	9	21	0.0018	0	0.5
G61	G100	9	21	0.0015	0	0.5
G62	G100	9	21	8e-04	0	0.5
G63	G100	9	21	5e-04	0	0.5
G64	G100	9	21	0.0023	0	0.5
G65	G100	9	21	0.0033	0	0.5
G66	G100	9	21	0.0026	0	0.5
G67	G100	9	21	1e-04	0	0.5
G68	G100	9	21	5e-04	0	0.5
G69	G100	9	21	0.0024	0	0.5
G70	G100	9	21	0.0046	0	0.5
G71	G100	9	21	0.0037	0	0.5
G72	G100	9	21	0.0036	0	0.5
G73	G100	9	21	0.0111	0	0.5
G74	G100	9	21	0.065	0	0.5
G75	G100	9	21	0.0251	0	0.5
G76	G100	9	21	0.0021	0	0.5
G77	G100	9	21	0.002	0	0.5
G78	G100	9	21	5e-04	0	0.5
G79	G100	9	21	1	-0.17338	0.5
G80	G100	9	21	0.0025	0	0.5
G81	G100	9	21	0.0044	0	0.5
G82	G100	9	21	0.022	0	0.5
G83	G100	9	21	0.0041	0	0.5
G84	G100	9	21	0.0026	0	0.5
G85	G100	9	21	0.0068	0	0.5
G86	G100	9	21	0.0017	0	0.5
G87	G100	9	21	0.0012	0	0.5
G88	G100	9	21	0.0082	0	0.5
G89	G100	9	21	0.0011	0	0.5
G90	G100	9	21	0.016	0	0.5
G91	G100	9	21	0.0155	0	0.5
G92	G100	9	21	0.0043	0	0.5
G93	G100	9	21	0.003	0	0.5
G94	G100	9	21	0.0034	0	0.5
G95	G100	9	21	0.0021	0	0.5
G96	G100	9	21	8e-04	0	0.5
G97	G100	9	21	4e-04	0	0.5
G98	G100	9	21	0.0057	0	0.5
G99	G100	9	21	0.0043	0	0.5
G100	G100	9	21	8e-04	0	0.5
