Parent	Target	CPstart	CPend	PostProb	CoeffMean	edgesThreshold
G1	G90	2	11	0	0	0.5
G2	G90	2	11	0	0	0.5
G3	G90	2	11	0	0	0.5
G4	G90	2	11	0.0219	0	0.5
G5	G90	2	11	0	0	0.5
G6	G90	2	11	0	0	0.5
G7	G90	2	11	0	0	0.5
G8	G90	2	11	0	0	0.5
G9	G90	2	11	0	0	0.5
G10	G90	2	11	0	0	0.5
G11	G90	2	11	0	0	0.5
G12	G90	2	11	0.0032	0	0.5
G13	G90	2	11	0.0024	0	0.5
G14	G90	2	11	3e-04	0	0.5
G15	G90	2	11	2e-04	0	0.5
G16	G90	2	11	0	0	0.5
G17	G90	2	11	0.0041	0	0.5
G18	G90	2	11	0	0	0.5
G19	G90	2	11	0.0033	0	0.5
G20	G90	2	11	0	0	0.5
G21	G90	2	11	6e-04	0	0.5
G22	G90	2	11	7e-04	0	0.5
G23	G90	2	11	0	0	0.5
G24	G90	2	11	0.0011	0	0.5
G25	G90	2	11	0.0018	0	0.5
G26	G90	2	11	0	0	0.5
G27	G90	2	11	0	0	0.5
G28	G90	2	11	5e-04	0	0.5
G29	G90	2	11	0.001	0	0.5
G30	G90	2	11	0.006	0	0.5
G31	G90	2	11	9e-04	0	0.5
G32	G90	2	11	0.0014	0	0.5
G33	G90	2	11	0	0	0.5
G34	G90	2	11	1e-04	0	0.5
G35	G90	2	11	0	0	0.5
G36	G90	2	11	0	0	0.5
G37	G90	2	11	0	0	0.5
G38	G90	2	11	0	0	0.5
G39	G90	2	11	0.0025	0	0.5
G40	G90	2	11	6e-04	0	0.5
G41	G90	2	11	0	0	0.5
G42	G90	2	11	0.0033	0	0.5
G43	G90	2	11	9e-04	0	0.5
G44	G90	2	11	6e-04	0	0.5
G45	G90	2	11	0	0	0.5
G46	G90	2	11	0.0047	0	0.5
G47	G90	2	11	1e-04	0	0.5
G48	G90	2	11	0.005	0	0.5
G49	G90	2	11	3e-04	0	0.5
G50	G90	2	11	0.0011	0	0.5
G51	G90	2	11	6e-04	0	0.5
G52	G90	2	11	0	0	0.5
G53	G90	2	11	0.0021	0	0.5
G54	G90	2	11	0.0016	0	0.5
G55	G90	2	11	0	0	0.5
G56	G90	2	11	1e-04	0	0.5
G57	G90	2	11	0	0	0.5
G58	G90	2	11	0	0	0.5
G59	G90	2	11	0.002	0	0.5
G60	G90	2	11	6e-04	0	0.5
G61	G90	2	11	0	0	0.5
G62	G90	2	11	6e-04	0	0.5
G63	G90	2	11	0	0	0.5
G64	G90	2	11	1e-04	0	0.5
G65	G90	2	11	0.0019	0	0.5
G66	G90	2	11	9e-04	0	0.5
G67	G90	2	11	0	0	0.5
G68	G90	2	11	5e-04	0	0.5
G69	G90	2	11	0.0027	0	0.5
G70	G90	2	11	0.001	0	0.5
G71	G90	2	11	0	0	0.5
G72	G90	2	11	0.0038	0	0.5
G73	G90	2	11	0.0013	0	0.5
G74	G90	2	11	4e-04	0	0.5
G75	G90	2	11	0	0	0.5
G76	G90	2	11	0.0023	0	0.5
G77	G90	2	11	1e-04	0	0.5
G78	G90	2	11	0	0	0.5
G79	G90	2	11	0	0	0.5
G80	G90	2	11	0.0051	0	0.5
G81	G90	2	11	0	0	0.5
G82	G90	2	11	0.002	0	0.5
G83	G90	2	11	0	0	0.5
G84	G90	2	11	3e-04	0	0.5
G85	G90	2	11	5e-04	0	0.5
G86	G90	2	11	5e-04	0	0.5
G87	G90	2	11	0.0045	0	0.5
G88	G90	2	11	0	0	0.5
G89	G90	2	11	0	0	0.5
G90	G90	2	11	1	0.81108	0.5
G91	G90	2	11	0	0	0.5
G92	G90	2	11	5e-04	0	0.5
G93	G90	2	11	0	0	0.5
G94	G90	2	11	0.0012	0	0.5
G95	G90	2	11	0	0	0.5
G96	G90	2	11	6e-04	0	0.5
G97	G90	2	11	0	0	0.5
G98	G90	2	11	0	0	0.5
G99	G90	2	11	0.0038	0	0.5
G100	G90	2	11	7e-04	0	0.5
G1	G90	12	21	0.0086	0	0.5
G2	G90	12	21	0.0026	0	0.5
G3	G90	12	21	0.0044	0	0.5
G4	G90	12	21	0.0104	0	0.5
G5	G90	12	21	0.0027	0	0.5
G6	G90	12	21	0.0019	0	0.5
G7	G90	12	21	6e-04	0	0.5
G8	G90	12	21	0.001	0	0.5
G9	G90	12	21	0.0035	0	0.5
G10	G90	12	21	8e-04	0	0.5
G11	G90	12	21	0.0028	0	0.5
G12	G90	12	21	0.0051	0	0.5
G13	G90	12	21	0	0	0.5
G14	G90	12	21	0.0056	0	0.5
G15	G90	12	21	0.004	0	0.5
G16	G90	12	21	0.0044	0	0.5
G17	G90	12	21	0.0025	0	0.5
G18	G90	12	21	0.0117	0	0.5
G19	G90	12	21	0.0177	0	0.5
G20	G90	12	21	0.0031	0	0.5
G21	G90	12	21	0.0073	0	0.5
G22	G90	12	21	0.0063	0	0.5
G23	G90	12	21	0.004	0	0.5
G24	G90	12	21	0.007	0	0.5
G25	G90	12	21	0.003	0	0.5
G26	G90	12	21	0.0026	0	0.5
G27	G90	12	21	0.0043	0	0.5
G28	G90	12	21	0.0015	0	0.5
G29	G90	12	21	0	0	0.5
G30	G90	12	21	0.0016	0	0.5
G31	G90	12	21	0.0025	0	0.5
G32	G90	12	21	0.0034	0	0.5
G33	G90	12	21	0	0	0.5
G34	G90	12	21	0.0136	0	0.5
G35	G90	12	21	5e-04	0	0.5
G36	G90	12	21	0.0042	0	0.5
G37	G90	12	21	0.0028	0	0.5
G38	G90	12	21	0.0026	0	0.5
G39	G90	12	21	0.0034	0	0.5
G40	G90	12	21	0.0206	0	0.5
G41	G90	12	21	0.0022	0	0.5
G42	G90	12	21	0.0058	0	0.5
G43	G90	12	21	0.0027	0	0.5
G44	G90	12	21	7e-04	0	0.5
G45	G90	12	21	0.0045	0	0.5
G46	G90	12	21	0.002	0	0.5
G47	G90	12	21	0.0056	0	0.5
G48	G90	12	21	0.035	0	0.5
G49	G90	12	21	0.168	0	0.5
G50	G90	12	21	0.3804	0	0.5
G51	G90	12	21	0.0216	0	0.5
G52	G90	12	21	0.0056	0	0.5
G53	G90	12	21	2e-04	0	0.5
G54	G90	12	21	0.6124	0.07955	0.5
G55	G90	12	21	0.0023	0	0.5
G56	G90	12	21	9e-04	0	0.5
G57	G90	12	21	4e-04	0	0.5
G58	G90	12	21	0.0206	0	0.5
G59	G90	12	21	0.005	0	0.5
G60	G90	12	21	0.0051	0	0.5
G61	G90	12	21	0.0052	0	0.5
G62	G90	12	21	0.0022	0	0.5
G63	G90	12	21	0.0027	0	0.5
G64	G90	12	21	0.0021	0	0.5
G65	G90	12	21	1	-0.13641	0.5
G66	G90	12	21	0.0018	0	0.5
G67	G90	12	21	0.0058	0	0.5
G68	G90	12	21	4e-04	0	0.5
G69	G90	12	21	0.0032	0	0.5
G70	G90	12	21	0.0088	0	0.5
G71	G90	12	21	0.0046	0	0.5
G72	G90	12	21	0.0037	0	0.5
G73	G90	12	21	0.0058	0	0.5
G74	G90	12	21	2e-04	0	0.5
G75	G90	12	21	0.0155	0	0.5
G76	G90	12	21	0.0023	0	0.5
G77	G90	12	21	0.0067	0	0.5
G78	G90	12	21	0.0035	0	0.5
G79	G90	12	21	0.0045	0	0.5
G80	G90	12	21	0.003	0	0.5
G81	G90	12	21	0.0017	0	0.5
G82	G90	12	21	0.0038	0	0.5
G83	G90	12	21	0.0045	0	0.5
G84	G90	12	21	0.0065	0	0.5
G85	G90	12	21	0.0168	0	0.5
G86	G90	12	21	0.0016	0	0.5
G87	G90	12	21	0.0169	0	0.5
G88	G90	12	21	0.0067	0	0.5
G89	G90	12	21	7e-04	0	0.5
G90	G90	12	21	0.1899	0	0.5
G91	G90	12	21	0.0031	0	0.5
G92	G90	12	21	0.0034	0	0.5
G93	G90	12	21	0.0034	0	0.5
G94	G90	12	21	0.0067	0	0.5
G95	G90	12	21	0	0	0.5
G96	G90	12	21	1e-04	0	0.5
G97	G90	12	21	0.0027	0	0.5
G98	G90	12	21	0.004	0	0.5
G99	G90	12	21	0.0016	0	0.5
G100	G90	12	21	0.0057	0	0.5
