Parent	Target	CPstart	CPend	PostProb	CoeffMean	edgesThreshold
G1	G41	2	10	0.0017	0	0.5
G2	G41	2	10	0.0025	0	0.5
G3	G41	2	10	0.0265	0	0.5
G4	G41	2	10	0.0038	0	0.5
G5	G41	2	10	0.0091	0	0.5
G6	G41	2	10	0.0015	0	0.5
G7	G41	2	10	0.0027	0	0.5
G8	G41	2	10	0.001	0	0.5
G9	G41	2	10	0.0016	0	0.5
G10	G41	2	10	0.0012	0	0.5
G11	G41	2	10	0.001	0	0.5
G12	G41	2	10	0.002	0	0.5
G13	G41	2	10	0	0	0.5
G14	G41	2	10	0.0029	0	0.5
G15	G41	2	10	0.0016	0	0.5
G16	G41	2	10	0.0045	0	0.5
G17	G41	2	10	5e-04	0	0.5
G18	G41	2	10	0.002	0	0.5
G19	G41	2	10	0.0015	0	0.5
G20	G41	2	10	6e-04	0	0.5
G21	G41	2	10	3e-04	0	0.5
G22	G41	2	10	0.0062	0	0.5
G23	G41	2	10	0.0032	0	0.5
G24	G41	2	10	0.0027	0	0.5
G25	G41	2	10	0.0026	0	0.5
G26	G41	2	10	0.0015	0	0.5
G27	G41	2	10	0.0019	0	0.5
G28	G41	2	10	0	0	0.5
G29	G41	2	10	1e-04	0	0.5
G30	G41	2	10	0.0017	0	0.5
G31	G41	2	10	0.0027	0	0.5
G32	G41	2	10	5e-04	0	0.5
G33	G41	2	10	0.0018	0	0.5
G34	G41	2	10	7e-04	0	0.5
G35	G41	2	10	0.0015	0	0.5
G36	G41	2	10	0.0042	0	0.5
G37	G41	2	10	0.0073	0	0.5
G38	G41	2	10	0.0376	0	0.5
G39	G41	2	10	0.0012	0	0.5
G40	G41	2	10	0.0028	0	0.5
G41	G41	2	10	1	0.7842	0.5
G42	G41	2	10	0.0023	0	0.5
G43	G41	2	10	0.0045	0	0.5
G44	G41	2	10	0.0023	0	0.5
G45	G41	2	10	0.0023	0	0.5
G46	G41	2	10	0.0072	0	0.5
G47	G41	2	10	5e-04	0	0.5
G48	G41	2	10	0.0035	0	0.5
G49	G41	2	10	0.0044	0	0.5
G50	G41	2	10	0.0022	0	0.5
G1	G41	11	21	0.001	0	0.5
G2	G41	11	21	0.0021	0	0.5
G3	G41	11	21	0.0022	0	0.5
G4	G41	11	21	0.0049	0	0.5
G5	G41	11	21	0.0045	0	0.5
G6	G41	11	21	0.0035	0	0.5
G7	G41	11	21	0.0048	0	0.5
G8	G41	11	21	0.0031	0	0.5
G9	G41	11	21	0.0066	0	0.5
G10	G41	11	21	0.0047	0	0.5
G11	G41	11	21	0.0099	0	0.5
G12	G41	11	21	0.0081	0	0.5
G13	G41	11	21	0.0071	0	0.5
G14	G41	11	21	0.0106	0	0.5
G15	G41	11	21	0.0119	0	0.5
G16	G41	11	21	0.0014	0	0.5
G17	G41	11	21	0.0017	0	0.5
G18	G41	11	21	0.0053	0	0.5
G19	G41	11	21	0.0099	0	0.5
G20	G41	11	21	0.0139	0	0.5
G21	G41	11	21	0.0231	0	0.5
G22	G41	11	21	0.0042	0	0.5
G23	G41	11	21	0.0037	0	0.5
G24	G41	11	21	0.0064	0	0.5
G25	G41	11	21	0.0025	0	0.5
G26	G41	11	21	0.0035	0	0.5
G27	G41	11	21	0.0083	0	0.5
G28	G41	11	21	0.0034	0	0.5
G29	G41	11	21	0.0083	0	0.5
G30	G41	11	21	0.0137	0	0.5
G31	G41	11	21	0.0015	0	0.5
G32	G41	11	21	0.0077	0	0.5
G33	G41	11	21	0.0299	0	0.5
G34	G41	11	21	0.008	0	0.5
G35	G41	11	21	0.0167	0	0.5
G36	G41	11	21	0.0079	0	0.5
G37	G41	11	21	0.0068	0	0.5
G38	G41	11	21	0.0104	0	0.5
G39	G41	11	21	0.0043	0	0.5
G40	G41	11	21	0.0056	0	0.5
G41	G41	11	21	0.055	0	0.5
G42	G41	11	21	0.0064	0	0.5
G43	G41	11	21	0.915	-0.18517	0.5
G44	G41	11	21	0.0395	0	0.5
G45	G41	11	21	0.011	0	0.5
G46	G41	11	21	0.0039	0	0.5
G47	G41	11	21	0.0028	0	0.5
G48	G41	11	21	0.0052	0	0.5
G49	G41	11	21	0.0105	0	0.5
G50	G41	11	21	0.01	0	0.5
