Parent	Target	CPstart	CPend	PostProb	CoeffMean	edgesThreshold
G1	G31	2	21	0.0034	0	0.5
G2	G31	2	21	1e-04	0	0.5
G3	G31	2	21	3e-04	0	0.5
G4	G31	2	21	0.0026	0	0.5
G5	G31	2	21	2e-04	0	0.5
G6	G31	2	21	0.0011	0	0.5
G7	G31	2	21	0.0014	0	0.5
G8	G31	2	21	0.0023	0	0.5
G9	G31	2	21	0.0069	0	0.5
G10	G31	2	21	6e-04	0	0.5
G11	G31	2	21	1e-04	0	0.5
G12	G31	2	21	0.0011	0	0.5
G13	G31	2	21	0.0017	0	0.5
G14	G31	2	21	7e-04	0	0.5
G15	G31	2	21	6e-04	0	0.5
G16	G31	2	21	0.001	0	0.5
G17	G31	2	21	0.0013	0	0.5
G18	G31	2	21	7e-04	0	0.5
G19	G31	2	21	0.0015	0	0.5
G20	G31	2	21	0.001	0	0.5
G21	G31	2	21	0.001	0	0.5
G22	G31	2	21	9e-04	0	0.5
G23	G31	2	21	0.0012	0	0.5
G24	G31	2	21	5e-04	0	0.5
G25	G31	2	21	1	-0.25084	0.5
G26	G31	2	21	0.0056	0	0.5
G27	G31	2	21	0.0019	0	0.5
G28	G31	2	21	0.0102	0	0.5
G29	G31	2	21	3e-04	0	0.5
G30	G31	2	21	5e-04	0	0.5
G31	G31	2	21	1	0.62614	0.5
G32	G31	2	21	2e-04	0	0.5
G33	G31	2	21	0.0035	0	0.5
G34	G31	2	21	0.0031	0	0.5
G35	G31	2	21	0.7888	-0.11935	0.5
G36	G31	2	21	0.0011	0	0.5
G37	G31	2	21	0.0031	0	0.5
G38	G31	2	21	0.0011	0	0.5
G39	G31	2	21	0.002	0	0.5
G40	G31	2	21	0.001	0	0.5
G41	G31	2	21	0.0191	0	0.5
G42	G31	2	21	0.0062	0	0.5
G43	G31	2	21	0.0019	0	0.5
G44	G31	2	21	1e-04	0	0.5
G45	G31	2	21	9e-04	0	0.5
G46	G31	2	21	1e-04	0	0.5
G47	G31	2	21	0.0018	0	0.5
G48	G31	2	21	9e-04	0	0.5
G49	G31	2	21	0.0028	0	0.5
G50	G31	2	21	0.001	0	0.5
