Parent	Target	CPstart	CPend	PostProb	CoeffMean	edgesThreshold
G1	G17	2	6	0.0038	0	0.5
G2	G17	2	6	0.0022	0	0.5
G3	G17	2	6	0.0026	0	0.5
G4	G17	2	6	0.0504	0	0.5
G5	G17	2	6	7e-04	0	0.5
G6	G17	2	6	0.003	0	0.5
G7	G17	2	6	0.0179	0	0.5
G8	G17	2	6	6e-04	0	0.5
G9	G17	2	6	4e-04	0	0.5
G10	G17	2	6	0.0483	0	0.5
G11	G17	2	6	0.0178	0	0.5
G12	G17	2	6	1	0.90199	0.5
G13	G17	2	6	8e-04	0	0.5
G14	G17	2	6	0.0046	0	0.5
G15	G17	2	6	0.0072	0	0.5
G16	G17	2	6	0.0014	0	0.5
G17	G17	2	6	1	0.55967	0.5
G18	G17	2	6	0.0053	0	0.5
G19	G17	2	6	0.0023	0	0.5
G20	G17	2	6	0.0016	0	0.5
G21	G17	2	6	0.0013	0	0.5
G22	G17	2	6	0.0014	0	0.5
G23	G17	2	6	0.0035	0	0.5
G24	G17	2	6	0.0096	0	0.5
G25	G17	2	6	2e-04	0	0.5
G26	G17	2	6	0.0022	0	0.5
G27	G17	2	6	0.0078	0	0.5
G28	G17	2	6	0.0038	0	0.5
G29	G17	2	6	0.0014	0	0.5
G30	G17	2	6	0.0037	0	0.5
G31	G17	2	6	0.0029	0	0.5
G32	G17	2	6	0.0147	0	0.5
G33	G17	2	6	0.0053	0	0.5
G34	G17	2	6	0.0023	0	0.5
G35	G17	2	6	0.0027	0	0.5
G36	G17	2	6	0.0057	0	0.5
G37	G17	2	6	0.0127	0	0.5
G38	G17	2	6	0.0075	0	0.5
G39	G17	2	6	0.004	0	0.5
G40	G17	2	6	0.0025	0	0.5
G41	G17	2	6	0.0031	0	0.5
G42	G17	2	6	0.004	0	0.5
G43	G17	2	6	0.0247	0	0.5
G44	G17	2	6	0.0169	0	0.5
G45	G17	2	6	0.0068	0	0.5
G46	G17	2	6	0.0018	0	0.5
G47	G17	2	6	1e-04	0	0.5
G48	G17	2	6	0	0	0.5
G49	G17	2	6	0.0019	0	0.5
G50	G17	2	6	0.0086	0	0.5
G1	G17	7	21	0.0031	0	0.5
G2	G17	7	21	0.0054	0	0.5
G3	G17	7	21	0.0031	0	0.5
G4	G17	7	21	0.2143	0	0.5
G5	G17	7	21	0.0032	0	0.5
G6	G17	7	21	0.0021	0	0.5
G7	G17	7	21	0.1101	0	0.5
G8	G17	7	21	0.0077	0	0.5
G9	G17	7	21	0.0063	0	0.5
G10	G17	7	21	0.0049	0	0.5
G11	G17	7	21	0.0019	0	0.5
G12	G17	7	21	0.0245	0	0.5
G13	G17	7	21	0.0134	0	0.5
G14	G17	7	21	0.0028	0	0.5
G15	G17	7	21	0.0018	0	0.5
G16	G17	7	21	9e-04	0	0.5
G17	G17	7	21	1	0.56575	0.5
G18	G17	7	21	0.0061	0	0.5
G19	G17	7	21	0.003	0	0.5
G20	G17	7	21	0.0109	0	0.5
G21	G17	7	21	0.0029	0	0.5
G22	G17	7	21	0.0024	0	0.5
G23	G17	7	21	0.0025	0	0.5
G24	G17	7	21	0.0033	0	0.5
G25	G17	7	21	6e-04	0	0.5
G26	G17	7	21	0.0036	0	0.5
G27	G17	7	21	4e-04	0	0.5
G28	G17	7	21	0.0052	0	0.5
G29	G17	7	21	0.0118	0	0.5
G30	G17	7	21	4e-04	0	0.5
G31	G17	7	21	9e-04	0	0.5
G32	G17	7	21	0.0055	0	0.5
G33	G17	7	21	0.003	0	0.5
G34	G17	7	21	0.0021	0	0.5
G35	G17	7	21	0.0027	0	0.5
G36	G17	7	21	0.0013	0	0.5
G37	G17	7	21	0.0016	0	0.5
G38	G17	7	21	0.0534	0	0.5
G39	G17	7	21	0.0038	0	0.5
G40	G17	7	21	0.004	0	0.5
G41	G17	7	21	0.0038	0	0.5
G42	G17	7	21	0.0087	0	0.5
G43	G17	7	21	0.0016	0	0.5
G44	G17	7	21	0.0041	0	0.5
G45	G17	7	21	4e-04	0	0.5
G46	G17	7	21	8e-04	0	0.5
G47	G17	7	21	0.0013	0	0.5
G48	G17	7	21	0.0016	0	0.5
G49	G17	7	21	0.0603	0	0.5
G50	G17	7	21	0.002	0	0.5
