Parent	Target	CPstart	CPend	PostProb	CoeffMean	edgesThreshold
G1	G3	2	10	0.002	0	0.5
G2	G3	2	10	4e-04	0	0.5
G3	G3	2	10	1	0.72894	0.5
G4	G3	2	10	5e-04	0	0.5
G5	G3	2	10	0	0	0.5
G6	G3	2	10	0.0012	0	0.5
G7	G3	2	10	0	0	0.5
G8	G3	2	10	0.0011	0	0.5
G9	G3	2	10	0	0	0.5
G10	G3	2	10	0	0	0.5
G11	G3	2	10	0	0	0.5
G12	G3	2	10	0	0	0.5
G13	G3	2	10	1e-04	0	0.5
G14	G3	2	10	0	0	0.5
G15	G3	2	10	0	0	0.5
G16	G3	2	10	6e-04	0	0.5
G17	G3	2	10	0	0	0.5
G18	G3	2	10	0	0	0.5
G19	G3	2	10	8e-04	0	0.5
G20	G3	2	10	0.0012	0	0.5
G21	G3	2	10	0	0	0.5
G22	G3	2	10	0	0	0.5
G23	G3	2	10	0.001	0	0.5
G24	G3	2	10	6e-04	0	0.5
G25	G3	2	10	0	0	0.5
G26	G3	2	10	0	0	0.5
G27	G3	2	10	0	0	0.5
G28	G3	2	10	0.0014	0	0.5
G29	G3	2	10	0	0	0.5
G30	G3	2	10	0.0016	0	0.5
G31	G3	2	10	0	0	0.5
G32	G3	2	10	3e-04	0	0.5
G33	G3	2	10	1e-04	0	0.5
G34	G3	2	10	4e-04	0	0.5
G35	G3	2	10	3e-04	0	0.5
G36	G3	2	10	1e-04	0	0.5
G37	G3	2	10	1e-04	0	0.5
G38	G3	2	10	0.002	0	0.5
G39	G3	2	10	0	0	0.5
G40	G3	2	10	0.0018	0	0.5
G41	G3	2	10	0	0	0.5
G42	G3	2	10	0	0	0.5
G43	G3	2	10	0	0	0.5
G44	G3	2	10	7e-04	0	0.5
G45	G3	2	10	0.0015	0	0.5
G46	G3	2	10	5e-04	0	0.5
G47	G3	2	10	0	0	0.5
G48	G3	2	10	0	0	0.5
G49	G3	2	10	0	0	0.5
G50	G3	2	10	0.001	0	0.5
G1	G3	11	21	0	0	0.5
G2	G3	11	21	0	0	0.5
G3	G3	11	21	0	0	0.5
G4	G3	11	21	0	0	0.5
G5	G3	11	21	1e-04	0	0.5
G6	G3	11	21	0	0	0.5
G7	G3	11	21	1e-04	0	0.5
G8	G3	11	21	2e-04	0	0.5
G9	G3	11	21	0	0	0.5
G10	G3	11	21	0	0	0.5
G11	G3	11	21	2e-04	0	0.5
G12	G3	11	21	0	0	0.5
G13	G3	11	21	0	0	0.5
G14	G3	11	21	2e-04	0	0.5
G15	G3	11	21	0	0	0.5
G16	G3	11	21	0	0	0.5
G17	G3	11	21	0	0	0.5
G18	G3	11	21	0.001	0	0.5
G19	G3	11	21	0	0	0.5
G20	G3	11	21	7e-04	0	0.5
G21	G3	11	21	0	0	0.5
G22	G3	11	21	0	0	0.5
G23	G3	11	21	0	0	0.5
G24	G3	11	21	2e-04	0	0.5
G25	G3	11	21	0	0	0.5
G26	G3	11	21	0	0	0.5
G27	G3	11	21	1e-04	0	0.5
G28	G3	11	21	0	0	0.5
G29	G3	11	21	0	0	0.5
G30	G3	11	21	0	0	0.5
G31	G3	11	21	0	0	0.5
G32	G3	11	21	1e-04	0	0.5
G33	G3	11	21	0	0	0.5
G34	G3	11	21	0	0	0.5
G35	G3	11	21	8e-04	0	0.5
G36	G3	11	21	9e-04	0	0.5
G37	G3	11	21	6e-04	0	0.5
G38	G3	11	21	0	0	0.5
G39	G3	11	21	6e-04	0	0.5
G40	G3	11	21	0	0	0.5
G41	G3	11	21	0	0	0.5
G42	G3	11	21	0	0	0.5
G43	G3	11	21	1e-04	0	0.5
G44	G3	11	21	0	0	0.5
G45	G3	11	21	0	0	0.5
G46	G3	11	21	8e-04	0	0.5
G47	G3	11	21	0	0	0.5
G48	G3	11	21	1e-04	0	0.5
G49	G3	11	21	0	0	0.5
G50	G3	11	21	0	0	0.5
