Parent	Target	CPstart	CPend	PostProb	CoeffMean	edgesThreshold
G1	G45	2	11	6e-04	0	0.5
G2	G45	2	11	0	0	0.5
G3	G45	2	11	3e-04	0	0.5
G4	G45	2	11	0	0	0.5
G5	G45	2	11	0.0027	0	0.5
G6	G45	2	11	0.0012	0	0.5
G7	G45	2	11	0.0016	0	0.5
G8	G45	2	11	0	0	0.5
G9	G45	2	11	7e-04	0	0.5
G10	G45	2	11	0.0027	0	0.5
G11	G45	2	11	5e-04	0	0.5
G12	G45	2	11	0.0021	0	0.5
G13	G45	2	11	0.0012	0	0.5
G14	G45	2	11	0	0	0.5
G15	G45	2	11	5e-04	0	0.5
G16	G45	2	11	0	0	0.5
G17	G45	2	11	0.0015	0	0.5
G18	G45	2	11	0.0011	0	0.5
G19	G45	2	11	0.0015	0	0.5
G20	G45	2	11	0.0032	0	0.5
G21	G45	2	11	6e-04	0	0.5
G22	G45	2	11	1e-04	0	0.5
G23	G45	2	11	0	0	0.5
G24	G45	2	11	1e-04	0	0.5
G25	G45	2	11	9e-04	0	0.5
G26	G45	2	11	0.0028	0	0.5
G27	G45	2	11	0	0	0.5
G28	G45	2	11	0.0012	0	0.5
G29	G45	2	11	0	0	0.5
G30	G45	2	11	0.0014	0	0.5
G31	G45	2	11	7e-04	0	0.5
G32	G45	2	11	0	0	0.5
G33	G45	2	11	0	0	0.5
G34	G45	2	11	0	0	0.5
G35	G45	2	11	0	0	0.5
G36	G45	2	11	7e-04	0	0.5
G37	G45	2	11	0.0012	0	0.5
G38	G45	2	11	0.003	0	0.5
G39	G45	2	11	7e-04	0	0.5
G40	G45	2	11	0	0	0.5
G41	G45	2	11	0.0017	0	0.5
G42	G45	2	11	2e-04	0	0.5
G43	G45	2	11	0.0025	0	0.5
G44	G45	2	11	8e-04	0	0.5
G45	G45	2	11	1	0.74897	0.5
G46	G45	2	11	3e-04	0	0.5
G47	G45	2	11	0	0	0.5
G48	G45	2	11	6e-04	0	0.5
G49	G45	2	11	0	0	0.5
G50	G45	2	11	0	0	0.5
G1	G45	12	21	0	0	0.5
G2	G45	12	21	0	0	0.5
G3	G45	12	21	2e-04	0	0.5
G4	G45	12	21	0	0	0.5
G5	G45	12	21	0	0	0.5
G6	G45	12	21	3e-04	0	0.5
G7	G45	12	21	0	0	0.5
G8	G45	12	21	0	0	0.5
G9	G45	12	21	0.0011	0	0.5
G10	G45	12	21	5e-04	0	0.5
G11	G45	12	21	0	0	0.5
G12	G45	12	21	8e-04	0	0.5
G13	G45	12	21	0.0016	0	0.5
G14	G45	12	21	0.0022	0	0.5
G15	G45	12	21	0.0011	0	0.5
G16	G45	12	21	0	0	0.5
G17	G45	12	21	0	0	0.5
G18	G45	12	21	0.0013	0	0.5
G19	G45	12	21	0	0	0.5
G20	G45	12	21	0.0011	0	0.5
G21	G45	12	21	0.0015	0	0.5
G22	G45	12	21	3e-04	0	0.5
G23	G45	12	21	0	0	0.5
G24	G45	12	21	0.0034	0	0.5
G25	G45	12	21	0.0012	0	0.5
G26	G45	12	21	0	0	0.5
G27	G45	12	21	2e-04	0	0.5
G28	G45	12	21	0.0018	0	0.5
G29	G45	12	21	0	0	0.5
G30	G45	12	21	0.0016	0	0.5
G31	G45	12	21	3e-04	0	0.5
G32	G45	12	21	0	0	0.5
G33	G45	12	21	0	0	0.5
G34	G45	12	21	0.0015	0	0.5
G35	G45	12	21	0	0	0.5
G36	G45	12	21	8e-04	0	0.5
G37	G45	12	21	0.001	0	0.5
G38	G45	12	21	0	0	0.5
G39	G45	12	21	0	0	0.5
G40	G45	12	21	0	0	0.5
G41	G45	12	21	8e-04	0	0.5
G42	G45	12	21	1e-04	0	0.5
G43	G45	12	21	0	0	0.5
G44	G45	12	21	0	0	0.5
G45	G45	12	21	0	0	0.5
G46	G45	12	21	3e-04	0	0.5
G47	G45	12	21	7e-04	0	0.5
G48	G45	12	21	0	0	0.5
G49	G45	12	21	0	0	0.5
G50	G45	12	21	0	0	0.5
