Parent	Target	CPstart	CPend	PostProb	CoeffMean	edgesThreshold
G1	G20	2	21	4e-04	0	0.5
G2	G20	2	21	0.0014	0	0.5
G3	G20	2	21	0.0013	0	0.5
G4	G20	2	21	2e-04	0	0.5
G5	G20	2	21	0	0	0.5
G6	G20	2	21	6e-04	0	0.5
G7	G20	2	21	6e-04	0	0.5
G8	G20	2	21	0.0011	0	0.5
G9	G20	2	21	2e-04	0	0.5
G10	G20	2	21	7e-04	0	0.5
G11	G20	2	21	2e-04	0	0.5
G12	G20	2	21	1e-04	0	0.5
G13	G20	2	21	7e-04	0	0.5
G14	G20	2	21	2e-04	0	0.5
G15	G20	2	21	0.0027	0	0.5
G16	G20	2	21	0.001	0	0.5
G17	G20	2	21	0	0	0.5
G18	G20	2	21	0	0	0.5
G19	G20	2	21	0	0	0.5
G20	G20	2	21	1	0.41133	0.5
G21	G20	2	21	2e-04	0	0.5
G22	G20	2	21	2e-04	0	0.5
G23	G20	2	21	0	0	0.5
G24	G20	2	21	5e-04	0	0.5
G25	G20	2	21	0	0	0.5
G26	G20	2	21	0	0	0.5
G27	G20	2	21	7e-04	0	0.5
G28	G20	2	21	1e-04	0	0.5
G29	G20	2	21	0	0	0.5
G30	G20	2	21	1e-04	0	0.5
G31	G20	2	21	2e-04	0	0.5
G32	G20	2	21	4e-04	0	0.5
G33	G20	2	21	5e-04	0	0.5
G34	G20	2	21	6e-04	0	0.5
G35	G20	2	21	4e-04	0	0.5
G36	G20	2	21	2e-04	0	0.5
G37	G20	2	21	2e-04	0	0.5
G38	G20	2	21	0.0013	0	0.5
G39	G20	2	21	7e-04	0	0.5
G40	G20	2	21	8e-04	0	0.5
G41	G20	2	21	0	0	0.5
G42	G20	2	21	0	0	0.5
G43	G20	2	21	0	0	0.5
G44	G20	2	21	5e-04	0	0.5
G45	G20	2	21	1e-04	0	0.5
G46	G20	2	21	7e-04	0	0.5
G47	G20	2	21	0	0	0.5
G48	G20	2	21	0	0	0.5
G49	G20	2	21	0	0	0.5
G50	G20	2	21	0	0	0.5
