Parent	Target	CPstart	CPend	PostProb	CoeffMean	edgesThreshold
G1	G1	2	12	1	0.74136	0.5
G2	G1	2	12	1e-04	0	0.5
G3	G1	2	12	0.0057	0	0.5
G4	G1	2	12	0	0	0.5
G5	G1	2	12	3e-04	0	0.5
G6	G1	2	12	0.0011	0	0.5
G7	G1	2	12	1e-04	0	0.5
G8	G1	2	12	0.0041	0	0.5
G9	G1	2	12	0	0	0.5
G10	G1	2	12	0.0029	0	0.5
G11	G1	2	12	0.0056	0	0.5
G12	G1	2	12	4e-04	0	0.5
G13	G1	2	12	0.0047	0	0.5
G14	G1	2	12	0	0	0.5
G15	G1	2	12	0.0027	0	0.5
G16	G1	2	12	3e-04	0	0.5
G17	G1	2	12	4e-04	0	0.5
G18	G1	2	12	0.0062	0	0.5
G19	G1	2	12	7e-04	0	0.5
G20	G1	2	12	0.0017	0	0.5
G21	G1	2	12	0.0017	0	0.5
G22	G1	2	12	0	0	0.5
G23	G1	2	12	0.0011	0	0.5
G24	G1	2	12	1e-04	0	0.5
G25	G1	2	12	0.0026	0	0.5
G26	G1	2	12	0.0417	0	0.5
G27	G1	2	12	0.0011	0	0.5
G28	G1	2	12	5e-04	0	0.5
G29	G1	2	12	6e-04	0	0.5
G30	G1	2	12	0	0	0.5
G31	G1	2	12	0.0033	0	0.5
G32	G1	2	12	8e-04	0	0.5
G33	G1	2	12	0.0124	0	0.5
G34	G1	2	12	0.0011	0	0.5
G35	G1	2	12	0.0018	0	0.5
G36	G1	2	12	0.002	0	0.5
G37	G1	2	12	0.0041	0	0.5
G38	G1	2	12	0.0017	0	0.5
G39	G1	2	12	1e-04	0	0.5
G40	G1	2	12	0.0037	0	0.5
G41	G1	2	12	0	0	0.5
G42	G1	2	12	0.0014	0	0.5
G43	G1	2	12	0.0082	0	0.5
G44	G1	2	12	0.007	0	0.5
G45	G1	2	12	0	0	0.5
G46	G1	2	12	0	0	0.5
G47	G1	2	12	0.0024	0	0.5
G48	G1	2	12	5e-04	0	0.5
G49	G1	2	12	0	0	0.5
G50	G1	2	12	4e-04	0	0.5
G1	G1	13	21	0.0416	0	0.5
G2	G1	13	21	0.0017	0	0.5
G3	G1	13	21	0.0039	0	0.5
G4	G1	13	21	0.009	0	0.5
G5	G1	13	21	0.0027	0	0.5
G6	G1	13	21	0.001	0	0.5
G7	G1	13	21	0.0041	0	0.5
G8	G1	13	21	0.0048	0	0.5
G9	G1	13	21	0.0039	0	0.5
G10	G1	13	21	0.0031	0	0.5
G11	G1	13	21	0.0016	0	0.5
G12	G1	13	21	0.0035	0	0.5
G13	G1	13	21	0.0032	0	0.5
G14	G1	13	21	0.0047	0	0.5
G15	G1	13	21	0.0076	0	0.5
G16	G1	13	21	0.0058	0	0.5
G17	G1	13	21	0.002	0	0.5
G18	G1	13	21	8e-04	0	0.5
G19	G1	13	21	0.0057	0	0.5
G20	G1	13	21	0.0022	0	0.5
G21	G1	13	21	0.003	0	0.5
G22	G1	13	21	0.0037	0	0.5
G23	G1	13	21	0.0023	0	0.5
G24	G1	13	21	0.0069	0	0.5
G25	G1	13	21	0.0066	0	0.5
G26	G1	13	21	0.0062	0	0.5
G27	G1	13	21	6e-04	0	0.5
G28	G1	13	21	0.0046	0	0.5
G29	G1	13	21	0.0021	0	0.5
G30	G1	13	21	0.0064	0	0.5
G31	G1	13	21	0.0042	0	0.5
G32	G1	13	21	0.0061	0	0.5
G33	G1	13	21	0.1134	0	0.5
G34	G1	13	21	0.0049	0	0.5
G35	G1	13	21	0.0018	0	0.5
G36	G1	13	21	0.0021	0	0.5
G37	G1	13	21	0.0045	0	0.5
G38	G1	13	21	0.0048	0	0.5
G39	G1	13	21	9e-04	0	0.5
G40	G1	13	21	0.0034	0	0.5
G41	G1	13	21	0.0076	0	0.5
G42	G1	13	21	0.0036	0	0.5
G43	G1	13	21	0.0021	0	0.5
G44	G1	13	21	0.0016	0	0.5
G45	G1	13	21	0.0014	0	0.5
G46	G1	13	21	0.0036	0	0.5
G47	G1	13	21	0.003	0	0.5
G48	G1	13	21	0.0043	0	0.5
G49	G1	13	21	0.007	0	0.5
G50	G1	13	21	0.0025	0	0.5
