Parent	Target	CPstart	CPend	PostProb	CoeffMean	edgesThreshold
G1	G22	2	9	1e-04	0	0.5
G2	G22	2	9	3e-04	0	0.5
G3	G22	2	9	2e-04	0	0.5
G4	G22	2	9	2e-04	0	0.5
G5	G22	2	9	6e-04	0	0.5
G6	G22	2	9	0	0	0.5
G7	G22	2	9	0	0	0.5
G8	G22	2	9	5e-04	0	0.5
G9	G22	2	9	0	0	0.5
G10	G22	2	9	6e-04	0	0.5
G11	G22	2	9	0	0	0.5
G12	G22	2	9	0	0	0.5
G13	G22	2	9	0	0	0.5
G14	G22	2	9	0	0	0.5
G15	G22	2	9	0	0	0.5
G16	G22	2	9	0	0	0.5
G17	G22	2	9	0	0	0.5
G18	G22	2	9	0.0018	0	0.5
G19	G22	2	9	0.001	0	0.5
G20	G22	2	9	4e-04	0	0.5
G21	G22	2	9	0	0	0.5
G22	G22	2	9	1	0.67484	0.5
G23	G22	2	9	1e-04	0	0.5
G24	G22	2	9	9e-04	0	0.5
G25	G22	2	9	0	0	0.5
G26	G22	2	9	1e-04	0	0.5
G27	G22	2	9	0	0	0.5
G28	G22	2	9	0.0011	0	0.5
G29	G22	2	9	0	0	0.5
G30	G22	2	9	4e-04	0	0.5
G31	G22	2	9	0	0	0.5
G32	G22	2	9	0.0012	0	0.5
G33	G22	2	9	0.0014	0	0.5
G34	G22	2	9	9e-04	0	0.5
G35	G22	2	9	0	0	0.5
G36	G22	2	9	0	0	0.5
G37	G22	2	9	0	0	0.5
G38	G22	2	9	3e-04	0	0.5
G39	G22	2	9	0	0	0.5
G40	G22	2	9	6e-04	0	0.5
G41	G22	2	9	0	0	0.5
G42	G22	2	9	3e-04	0	0.5
G43	G22	2	9	4e-04	0	0.5
G44	G22	2	9	0	0	0.5
G45	G22	2	9	0	0	0.5
G46	G22	2	9	0.0014	0	0.5
G47	G22	2	9	3e-04	0	0.5
G48	G22	2	9	0	0	0.5
G49	G22	2	9	1e-04	0	0.5
G50	G22	2	9	0	0	0.5
G1	G22	10	21	0.0012	0	0.5
G2	G22	10	21	0	0	0.5
G3	G22	10	21	0.0014	0	0.5
G4	G22	10	21	0.0013	0	0.5
G5	G22	10	21	0	0	0.5
G6	G22	10	21	0.0035	0	0.5
G7	G22	10	21	0.0011	0	0.5
G8	G22	10	21	4e-04	0	0.5
G9	G22	10	21	0	0	0.5
G10	G22	10	21	0	0	0.5
G11	G22	10	21	0	0	0.5
G12	G22	10	21	4e-04	0	0.5
G13	G22	10	21	0	0	0.5
G14	G22	10	21	0	0	0.5
G15	G22	10	21	0	0	0.5
G16	G22	10	21	0	0	0.5
G17	G22	10	21	9e-04	0	0.5
G18	G22	10	21	8e-04	0	0.5
G19	G22	10	21	4e-04	0	0.5
G20	G22	10	21	0	0	0.5
G21	G22	10	21	1e-04	0	0.5
G22	G22	10	21	1e-04	0	0.5
G23	G22	10	21	3e-04	0	0.5
G24	G22	10	21	0	0	0.5
G25	G22	10	21	0	0	0.5
G26	G22	10	21	0	0	0.5
G27	G22	10	21	0	0	0.5
G28	G22	10	21	2e-04	0	0.5
G29	G22	10	21	6e-04	0	0.5
G30	G22	10	21	0	0	0.5
G31	G22	10	21	0	0	0.5
G32	G22	10	21	0.001	0	0.5
G33	G22	10	21	0	0	0.5
G34	G22	10	21	4e-04	0	0.5
G35	G22	10	21	0.0012	0	0.5
G36	G22	10	21	0	0	0.5
G37	G22	10	21	2e-04	0	0.5
G38	G22	10	21	0	0	0.5
G39	G22	10	21	0	0	0.5
G40	G22	10	21	0	0	0.5
G41	G22	10	21	0	0	0.5
G42	G22	10	21	0	0	0.5
G43	G22	10	21	0	0	0.5
G44	G22	10	21	0	0	0.5
G45	G22	10	21	0	0	0.5
G46	G22	10	21	3e-04	0	0.5
G47	G22	10	21	8e-04	0	0.5
G48	G22	10	21	0	0	0.5
G49	G22	10	21	0	0	0.5
G50	G22	10	21	0	0	0.5
