Parent	Target	CPstart	CPend	PostProb	CoeffMean	edgesThreshold
G1	G29	2	9	0.001	0	0.5
G2	G29	2	9	4e-04	0	0.5
G3	G29	2	9	0	0	0.5
G4	G29	2	9	3e-04	0	0.5
G5	G29	2	9	0	0	0.5
G6	G29	2	9	0	0	0.5
G7	G29	2	9	0	0	0.5
G8	G29	2	9	0.0015	0	0.5
G9	G29	2	9	9e-04	0	0.5
G10	G29	2	9	3e-04	0	0.5
G11	G29	2	9	4e-04	0	0.5
G12	G29	2	9	2e-04	0	0.5
G13	G29	2	9	0	0	0.5
G14	G29	2	9	0.0024	0	0.5
G15	G29	2	9	0	0	0.5
G16	G29	2	9	0.001	0	0.5
G17	G29	2	9	6e-04	0	0.5
G18	G29	2	9	8e-04	0	0.5
G19	G29	2	9	0	0	0.5
G20	G29	2	9	0.0017	0	0.5
G21	G29	2	9	4e-04	0	0.5
G22	G29	2	9	0	0	0.5
G23	G29	2	9	2e-04	0	0.5
G24	G29	2	9	0	0	0.5
G25	G29	2	9	3e-04	0	0.5
G26	G29	2	9	3e-04	0	0.5
G27	G29	2	9	2e-04	0	0.5
G28	G29	2	9	4e-04	0	0.5
G29	G29	2	9	1	0.74473	0.5
G30	G29	2	9	0	0	0.5
G31	G29	2	9	3e-04	0	0.5
G32	G29	2	9	9e-04	0	0.5
G33	G29	2	9	0	0	0.5
G34	G29	2	9	0.0018	0	0.5
G35	G29	2	9	0.0012	0	0.5
G36	G29	2	9	0	0	0.5
G37	G29	2	9	0	0	0.5
G38	G29	2	9	0	0	0.5
G39	G29	2	9	1e-04	0	0.5
G40	G29	2	9	1e-04	0	0.5
G41	G29	2	9	0	0	0.5
G42	G29	2	9	0	0	0.5
G43	G29	2	9	0.0012	0	0.5
G44	G29	2	9	6e-04	0	0.5
G45	G29	2	9	0	0	0.5
G46	G29	2	9	0	0	0.5
G47	G29	2	9	7e-04	0	0.5
G48	G29	2	9	2e-04	0	0.5
G49	G29	2	9	8e-04	0	0.5
G50	G29	2	9	0	0	0.5
G1	G29	10	21	4e-04	0	0.5
G2	G29	10	21	7e-04	0	0.5
G3	G29	10	21	0	0	0.5
G4	G29	10	21	0	0	0.5
G5	G29	10	21	0	0	0.5
G6	G29	10	21	3e-04	0	0.5
G7	G29	10	21	3e-04	0	0.5
G8	G29	10	21	0.0022	0	0.5
G9	G29	10	21	1e-04	0	0.5
G10	G29	10	21	7e-04	0	0.5
G11	G29	10	21	7e-04	0	0.5
G12	G29	10	21	0	0	0.5
G13	G29	10	21	0	0	0.5
G14	G29	10	21	0	0	0.5
G15	G29	10	21	3e-04	0	0.5
G16	G29	10	21	0	0	0.5
G17	G29	10	21	9e-04	0	0.5
G18	G29	10	21	0	0	0.5
G19	G29	10	21	2e-04	0	0.5
G20	G29	10	21	0	0	0.5
G21	G29	10	21	5e-04	0	0.5
G22	G29	10	21	0	0	0.5
G23	G29	10	21	2e-04	0	0.5
G24	G29	10	21	3e-04	0	0.5
G25	G29	10	21	0.001	0	0.5
G26	G29	10	21	2e-04	0	0.5
G27	G29	10	21	0	0	0.5
G28	G29	10	21	0	0	0.5
G29	G29	10	21	8e-04	0	0.5
G30	G29	10	21	0	0	0.5
G31	G29	10	21	7e-04	0	0.5
G32	G29	10	21	0	0	0.5
G33	G29	10	21	0.0017	0	0.5
G34	G29	10	21	9e-04	0	0.5
G35	G29	10	21	0	0	0.5
G36	G29	10	21	0	0	0.5
G37	G29	10	21	0	0	0.5
G38	G29	10	21	2e-04	0	0.5
G39	G29	10	21	0	0	0.5
G40	G29	10	21	0	0	0.5
G41	G29	10	21	0	0	0.5
G42	G29	10	21	1e-04	0	0.5
G43	G29	10	21	7e-04	0	0.5
G44	G29	10	21	0	0	0.5
G45	G29	10	21	0.0015	0	0.5
G46	G29	10	21	0	0	0.5
G47	G29	10	21	7e-04	0	0.5
G48	G29	10	21	0.0012	0	0.5
G49	G29	10	21	0.0016	0	0.5
G50	G29	10	21	0	0	0.5
