Parent	Target	CPstart	CPend	PostProb	CoeffMean	edgesThreshold
G1	G46	2	7	0	0	0.5
G2	G46	2	7	6e-04	0	0.5
G3	G46	2	7	7e-04	0	0.5
G4	G46	2	7	0	0	0.5
G5	G46	2	7	0	0	0.5
G6	G46	2	7	0.0017	0	0.5
G7	G46	2	7	0.0039	0	0.5
G8	G46	2	7	0	0	0.5
G9	G46	2	7	0.0017	0	0.5
G10	G46	2	7	5e-04	0	0.5
G11	G46	2	7	0	0	0.5
G12	G46	2	7	2e-04	0	0.5
G13	G46	2	7	0.0017	0	0.5
G14	G46	2	7	0	0	0.5
G15	G46	2	7	0	0	0.5
G16	G46	2	7	3e-04	0	0.5
G17	G46	2	7	0	0	0.5
G18	G46	2	7	0	0	0.5
G19	G46	2	7	9e-04	0	0.5
G20	G46	2	7	6e-04	0	0.5
G21	G46	2	7	1e-04	0	0.5
G22	G46	2	7	0	0	0.5
G23	G46	2	7	0	0	0.5
G24	G46	2	7	0	0	0.5
G25	G46	2	7	0.001	0	0.5
G26	G46	2	7	5e-04	0	0.5
G27	G46	2	7	0.0034	0	0.5
G28	G46	2	7	0	0	0.5
G29	G46	2	7	0	0	0.5
G30	G46	2	7	0.0023	0	0.5
G31	G46	2	7	0	0	0.5
G32	G46	2	7	0.003	0	0.5
G33	G46	2	7	0	0	0.5
G34	G46	2	7	0.0011	0	0.5
G35	G46	2	7	0	0	0.5
G36	G46	2	7	0	0	0.5
G37	G46	2	7	2e-04	0	0.5
G38	G46	2	7	0	0	0.5
G39	G46	2	7	3e-04	0	0.5
G40	G46	2	7	0	0	0.5
G41	G46	2	7	0	0	0.5
G42	G46	2	7	6e-04	0	0.5
G43	G46	2	7	0	0	0.5
G44	G46	2	7	0.001	0	0.5
G45	G46	2	7	7e-04	0	0.5
G46	G46	2	7	1	0.67145	0.5
G47	G46	2	7	0	0	0.5
G48	G46	2	7	0	0	0.5
G49	G46	2	7	0	0	0.5
G50	G46	2	7	0.004	0	0.5
G1	G46	8	21	7e-04	0	0.5
G2	G46	8	21	0	0	0.5
G3	G46	8	21	3e-04	0	0.5
G4	G46	8	21	0	0	0.5
G5	G46	8	21	3e-04	0	0.5
G6	G46	8	21	0	0	0.5
G7	G46	8	21	0	0	0.5
G8	G46	8	21	0	0	0.5
G9	G46	8	21	4e-04	0	0.5
G10	G46	8	21	0	0	0.5
G11	G46	8	21	0.0014	0	0.5
G12	G46	8	21	1e-04	0	0.5
G13	G46	8	21	0.0094	0	0.5
G14	G46	8	21	0	0	0.5
G15	G46	8	21	0	0	0.5
G16	G46	8	21	0	0	0.5
G17	G46	8	21	0.0029	0	0.5
G18	G46	8	21	0.0017	0	0.5
G19	G46	8	21	0	0	0.5
G20	G46	8	21	0	0	0.5
G21	G46	8	21	0	0	0.5
G22	G46	8	21	0	0	0.5
G23	G46	8	21	0.0018	0	0.5
G24	G46	8	21	0	0	0.5
G25	G46	8	21	0	0	0.5
G26	G46	8	21	0	0	0.5
G27	G46	8	21	0	0	0.5
G28	G46	8	21	0	0	0.5
G29	G46	8	21	6e-04	0	0.5
G30	G46	8	21	0	0	0.5
G31	G46	8	21	0	0	0.5
G32	G46	8	21	0	0	0.5
G33	G46	8	21	0	0	0.5
G34	G46	8	21	0	0	0.5
G35	G46	8	21	0	0	0.5
G36	G46	8	21	0	0	0.5
G37	G46	8	21	0	0	0.5
G38	G46	8	21	3e-04	0	0.5
G39	G46	8	21	0	0	0.5
G40	G46	8	21	0	0	0.5
G41	G46	8	21	0	0	0.5
G42	G46	8	21	0	0	0.5
G43	G46	8	21	0	0	0.5
G44	G46	8	21	0	0	0.5
G45	G46	8	21	0	0	0.5
G46	G46	8	21	0.0047	0	0.5
G47	G46	8	21	0	0	0.5
G48	G46	8	21	0	0	0.5
G49	G46	8	21	0	0	0.5
G50	G46	8	21	0	0	0.5
